"Player","Match Stat Matches","Opponent Aces per Game","Opponent DFs per Game","Opponent 1st Serve %","1st Return W %","2nd Return W %","Return Pts W %","BP W %","Opponent Hold %"
"Sofia Kenin","6","0.81","0.36","62.1","27.9","56.7","38.8","38.9","78.1"
"Magda Linette","7","0.27","0.45","62.1","36.1","48.7","40.9","50","69.2"
"Ella Seidel","8","0.37","0.36","62","35.8","56.2","43.5","44.3","65.2"
"Dayana Yastremska","11","0.13","0.37","62","36.8","53.2","43","56.7","68.1"
"Anastasia Pavlyuchenkova","9","0.41","0.35","62","39","55.6","45.3","53.5","64.5"
"Hannah Klugman","3","0.24","0.44","62","31.2","49.1","38","85.7","76"
"Linda Fruhvirtova","10","0.36","0.43","61.9","37.2","57.9","45.1","33.6","61.2"
"Antonia Ruzic","7","0.43","0.49","61.8","36.8","58.3","45","44.4","65.4"
"Jana Fett","4","0.19","0.4","61.8","41.1","59.8","48.3","51.2","55.3"
"Petra Martic","4","0.39","0.35","61.6","26.5","50.4","35.7","57.1","75.5"
"Sonay Kartal","9","0.15","0.35","61.6","37.5","55.5","44.4","51.5","64.6"
"Iga Swiatek","11","0.18","0.34","61.6","40.2","57.4","46.8","51.8","56.9"
"Aliaksandra Sasnovich","10","0.07","0.42","61.5","42.5","59.8","49.1","45.5","50"
"Maddison Inglis","5","0.64","0.24","61.5","29.6","48","36.7","40","79.3"
"Lanlana Tararudee","3","0.31","0.15","61.4","35.2","63.2","46","62.5","61.5"
"Arianne Hartono","6","0.24","0.35","61.4","34.4","42.9","37.7","51.7","77.3"
"Zeynep Sonmez","8","0.17","0.33","61.4","38.8","50.5","43.3","48.5","60.7"
"Diane Parry","10","0.19","0.24","61.4","35.4","51.4","41.6","47.1","67.3"
"Taylor Townsend","4","0.36","0.31","61.2","35","59.8","44.6","51.7","58.3"
"Qinwen Zheng","4","0.28","0.49","61.1","33","55","41.6","42.5","67.9"
"Victoria Mboko","5","0.34","0.48","61","36.4","58.1","44.9","30.3","65.5"
"Jessica Pegula","6","0.65","0.22","61","30.1","49.7","37.8","34.7","77"
"Marie Bouzkova","3","0.23","0.43","61","26.2","51.3","36","47.4","74.3"
"Karolina Muchova","3","0.4","0.25","60.9","26.6","45.5","34","35.7","87.5"
"Mariam Bolkvadze","7","0.29","0.26","60.9","33.3","51.2","40.3","44.2","70.8"
"Elena-Gabriela Ruse","8","0.2","0.32","60.9","40.4","58.1","47.3","46.8","56"
"Emma Navarro","11","0.37","0.45","60.9","35.2","61.6","45.5","50.6","63.6"
"Carol Zhao","6","0.38","0.34","60.8","35.2","57.7","44","56.4","69"
"Yulia Putintseva","5","0.39","0.29","60.8","31.2","56.8","41.2","52","73.5"
"Jessica Bouzas Maneiro","5","0.36","0.33","60.6","33.8","51.4","40.7","34.9","72.7"
"Caty McNally","8","0.25","0.31","60.6","35.4","58.2","44.4","52.9","59.1"
"Harriet Dart","5","0.36","0.39","60.4","30.6","55.2","40.3","40.5","73.4"
"Dalma Galfi","6","0.16","0.47","60.4","31.5","52.5","39.8","33.3","78.4"
"Heather Watson","10","0.58","0.31","60.2","30.5","52.7","39.3","45.2","73.6"
"Anna Kalinskaya","3","0.76","0.35","60.2","34.5","52.1","41.5","63.2","67.6"
"Suzan Lamens","8","0.31","0.26","60.2","34.1","57","43.2","44.6","62.9"
"Yanina Wickmayer","4","0.24","0.3","60.2","40.5","55.4","46.5","38.5","59.5"
"Alexandra Eala","15","0.38","0.37","60.1","40.3","58","47.3","50.7","55.6"
"Ena Shibahara","7","0.13","0.32","60","29.2","52.7","38.6","46","76"
"Belinda Bencic","7","0.49","0.43","60","30.3","57.5","41.2","41.3","74.3"
"Jodie Anna Burrage","7","0.42","0.42","59.9","31.1","48.6","38.2","50","73"
"Clara Tauson","9","0.28","0.38","59.8","31","51.5","39.3","45.6","74.3"
"Elena Rybakina","8","0.31","0.39","59.7","34.5","56.2","43.3","43.5","67.9"
"Victoria Azarenka","5","0.4","0.26","59.7","32.4","59.2","43.2","45.5","64.9"
"Sijia Wei","4","0.11","0.32","59.5","35.5","42.6","38.4","37.5","75.7"
"Elina Svitolina","5","0.25","0.44","59.3","34.6","55.2","43","42.2","63.5"
"Ajla Tomljanovic","9","0.58","0.4","59.2","29.9","54","39.7","47.8","71.7"
"Yuriko Miyazaki","5","0.2","0.35","59.1","37.9","55.4","45","48.1","61.5"
"Anna Blinkova","8","0.34","0.41","59","38.6","56.5","45.9","47","60.8"
"Sayaka Ishii","5","0.21","0.5","59","35.8","61","46.1","46.5","64.3"
"Marta Kostyuk","3","0.03","0.21","58.9","34.9","47.7","40.2","43.5","69.7"
"Xinyu Wang","10","0.25","0.39","58.8","31.1","58.6","42.5","40","69.1"
"Katerina Siniakova","11","0.32","0.31","58.6","33.8","56.1","43","39.6","64.5"
"Barbora Krejcikova","6","0.2","0.28","58.6","39.5","49.3","43.6","41.8","65.9"
"Linda Noskova","11","0.49","0.4","58.3","29.8","57.6","41.4","39.4","72.4"
"Diana Shnaider","8","0.29","0.44","58.1","31.7","55.6","41.7","34.3","73.3"
"Elise Mertens","10","0.23","0.37","57.9","35.8","60.3","46.1","52.5","59.2"
"Eva Lys","5","0.38","0.34","57.9","36.6","50.3","42.4","46.3","66.1"
"Anna Bondar","3","0.08","0.5","57.8","24","47.1","33.7","30.8","84.6"
"Amarni Banks","7","0.27","0.5","57.8","27.6","53.2","38.4","45.2","75.6"
"Katie Volynets","4","0.39","0.43","57.6","34.5","56.3","43.7","40.6","70.5"
"Lin Zhu","3","0.4","0.32","57.4","30.7","56","41.5","31.6","76"
"Ons Jabeur","7","0.21","0.3","57.2","33.6","48.6","40","34.5","73.2"
"Liudmila Samsonova","10","0.23","0.41","56.7","32.5","56.3","42.8","44.8","65.2"
"Jule Niemeier","3","0.22","0.37","56.7","40.2","39.2","39.8","50","70.4"
"Jaqueline Cristian","3","0.11","0.46","56.5","31.3","54.5","41.4","45.8","68.6"
"Emerson Jones","3","0.59","0.37","53.8","32.3","52.9","41.8","39.1","66.7"
"Anouk Koevermans","3","0.19","0.3","53.7","29.5","48.8","38.4","35.3","77.8"
