"Player","Match Stat Matches","Opponent Aces per Game","Opponent DFs per Game","Opponent 1st Serve %","1st Return W %","2nd Return W %","Return Pts W %","BP W %","Opponent Hold %"
"Ana Bogdan","12","0.14","0.21","65.6","36.8","45.8","39.9","46.3","69.6"
"Arantxa Rus","38","0.14","0.32","65.5","40","55.7","45.4","48.8","59"
"Diletta Cherubini","8","0.14","0.53","65.5","39.3","53","44","39.6","64.4"
"Wushuang Zheng","8","0.15","0.23","65.4","38.7","51.9","43.3","46.7","64.6"
"Tamara Zidansek","33","0.12","0.33","65.4","41.9","55","46.4","50","59.1"
"Nuria Brancaccio","25","0.12","0.35","65.4","41.9","57.6","47.3","47.5","56.7"
"Carson Branstine","27","0.18","0.37","65.3","38.7","53.3","43.8","50.7","64.3"
"Ksenia Efremova","3","0","0.43","65.3","33.9","55.7","41.5","37.5","67.9"
"Julia Riera","31","0.08","0.36","65.3","40.4","55.6","45.7","51.1","59.3"
"Federica Urgesi","5","0.09","0.36","65.3","39.1","58.1","45.7","37","63.8"
"Ane Mintegi Del Olmo","5","0.2","0.44","65.2","44.1","63.9","51","58","47.3"
"Giorgia Pedone","11","0.16","0.26","65.1","37.3","47.8","41","57.1","68.4"
"Katrina Scott","9","0.12","0.48","65.1","39.6","57.7","45.9","40.9","58.7"
"Guiomar Maristany Zuleta De Reales","19","0.09","0.31","65","40.7","55.1","45.7","47.8","60.7"
"Arina Rodionova","22","0.18","0.34","65","37.3","55","43.5","41.3","64.3"
"Chloe Paquet","37","0.16","0.38","65","36.7","54.2","42.8","42.2","68.1"
"Xinxin Yao","7","0.25","0.34","65","39.9","51.3","43.9","52.1","61.5"
"Ayla Aksu","7","0.32","0.24","65","38.1","55.1","44.1","41.8","65.9"
"Anna Sinclair Rogers","7","0.26","0.54","65","34.9","55","41.9","39.3","69.4"
"Manon Leonard","10","0.25","0.27","64.9","32.4","51.3","39","38.5","75.7"
"Gabriela Andrea Knutson","19","0.22","0.36","64.9","39.3","55.5","45","47.3","62"
"Selena Janicijevic","22","0.12","0.35","64.9","40.2","52.8","44.6","51.6","62.2"
"Lilli Tagger","9","0.15","0.35","64.9","39.7","55.7","45.3","41.2","62.4"
"Elsa Jacquemot","60","0.14","0.35","64.8","38.6","53.8","43.9","47.1","63.4"
"Alina Charaeva","30","0.22","0.3","64.8","37.8","54.9","43.8","50","64.7"
"Viktoria Hruncakova","5","0.49","0.25","64.8","25.8","52.6","35.2","34.4","81.4"
"Aliona Falei","5","0.28","0.28","64.8","38.1","54.8","43.9","42.6","67.2"
"Mayar Sherif","50","0.12","0.32","64.7","39.3","56","45.2","45.2","61.8"
"Lian Tran","10","0.3","0.34","64.7","35.9","54.2","42.4","49.3","66.3"
"Alina Korneeva","18","0.17","0.32","64.7","36.3","54.7","42.8","38.2","67"
"Rebeka Masarova","52","0.12","0.33","64.6","36.9","52.3","42.4","43.1","68.5"
"Shuai Zhang","41","0.38","0.29","64.6","37.5","54.1","43.4","50.7","65.2"
"Martina Colmegna","8","0.08","0.46","64.6","47.1","60.7","52","62.7","46.2"
"Nastasja Schunk","5","0.33","0.29","64.5","29.5","54.5","38.4","43.8","74.5"
"Darja Semenistaja","56","0.16","0.32","64.5","41.6","58","47.4","52.2","56.8"
"Claire Liu","25","0.18","0.32","64.5","37.1","55","43.5","43.2","64.3"
"Carole Monnet","28","0.16","0.41","64.5","43.6","55.6","47.8","47.8","54.7"
"Yufei Ren","4","0.15","0.34","64.5","39.9","52.8","44.5","39.5","63.4"
"Tatjana Maria","56","0.28","0.34","64.4","36.3","52.4","42","43.2","67.7"
"Hanne Vandewinkel","30","0.21","0.38","64.4","37.3","56.3","44.1","45.9","62.8"
"Taylah Preston","12","0.35","0.37","64.4","41.6","56.8","47","49","59.2"
"Oleksandra Oliynykova","39","0.09","0.39","64.4","46.7","59.6","51.3","51.8","46.3"
"Cagla Buyukakcay","4","0.18","0.37","64.4","29.1","53.8","37.9","55.6","73.7"
"Nadiya Kolb","4","0.21","0.33","64.4","35.6","45.9","39.3","32","79.5"
"Daphnee Mpetshi Perricard","3","0.21","0.38","64.4","32.9","55.3","40.9","69.2","62.5"
"Aoi Ito","30","0.12","0.35","64.3","40.8","55.6","46.1","47.2","59.2"
"Mananchaya Sawangkaew","18","0.17","0.32","64.3","43.7","57.9","48.8","49.2","52.4"
"Anna-Lena Friedsam","29","0.23","0.37","64.3","36.9","52.1","42.4","42.5","67.5"
"Raluca Georgiana Serban","13","0.11","0.45","64.3","36","60.2","44.6","43","63.4"
"Emiliana Arango","53","0.1","0.36","64.3","41.3","57.5","47.1","45.4","56.7"
"Ipek Oz","5","0.19","0.13","64.3","31.9","47.9","37.7","34.4","82.3"
"Jia-Jing Lu","6","0.07","0.26","64.3","38.4","52.5","43.4","44.6","63.8"
"Aurora Zantedeschi","9","0.14","0.29","64.3","34","53.5","41","43.3","71"
"Martina Capurro Taborda","3","0.1","0.55","64.3","43","53.5","46.7","57.1","58.6"
"Lauren Davis","13","0.37","0.27","64.2","35.3","48.6","40.1","46.3","71.8"
"Gabriela Lee","6","0.12","0.38","64.2","31.4","54.4","39.7","43.5","69.7"
"Moyuka Uchijima","52","0.23","0.37","64.2","36.2","53.4","42.4","41.2","67.7"
"Xinyu Wang","51","0.26","0.3","64.2","34.8","54","41.7","40.3","70.7"
"Erika Andreeva","19","0.21","0.32","64.2","35.4","51.6","41.2","40.9","70.2"
"Irina-Camelia Begu","23","0.17","0.32","64.2","38.4","54.7","44.2","47.5","63.4"
"Ulrikke Eikeri","3","0.15","0.19","64.2","36.8","47.2","40.5","61.5","69.2"
"Tara Wurth","17","0.07","0.29","64.2","42.1","55.4","46.9","51.6","57.7"
"Oksana Selekhmeteva","55","0.11","0.35","64.1","41.9","60.3","48.5","51.6","52.6"
"Jule Niemeier","26","0.17","0.3","64.1","39.3","53.8","44.5","47.7","61.8"
"Beatriz Haddad Maia","35","0.25","0.35","64.1","34.2","52","40.6","40.8","72.5"
"Joanna Garland","34","0.23","0.4","64.1","35.6","59.2","44.1","50","63.1"
"Linda Fruhvirtova","39","0.23","0.37","64","39.5","56.9","45.8","41.5","59.1"
"Saisai Zheng","6","0.22","0.29","64","32.5","44.1","36.7","40","79.6"
"Carol Young Suh Lee","7","0.12","0.32","64","40.1","52.7","44.6","45.8","64"
"Aliona Bolsova","22","0.07","0.31","63.9","40.8","55.9","46.2","51.6","57.9"
"Hanna Chang","17","0.21","0.29","63.9","36.3","54.2","42.7","36.1","68.3"
"Viktorija Golubic","57","0.23","0.31","63.9","40.1","56.6","46.1","47.6","59.4"
"Karolina Muchova","41","0.28","0.36","63.9","34.6","53.2","41.3","39.1","71.4"
"Haruka Kaji","7","0.16","0.47","63.9","33.8","56.9","42.1","35","72.4"
"Kathinka Von Deichmann","23","0.17","0.33","63.9","36.4","55.8","43.4","46.8","65.1"
"Julie Belgraver","9","0.16","0.45","63.9","33.2","53.2","40.4","35.3","74.2"
"Kaitlin Quevedo","21","0.31","0.36","63.9","36.6","54.6","43.1","43.8","65.6"
"Dalila Spiteri","10","0.13","0.35","63.9","34.6","53.5","41.4","45.2","70.5"
"Ekaterine Gorgodze","25","0.23","0.37","63.8","42.6","54.8","47","46","58.5"
"Viktoriya Tomova","43","0.23","0.34","63.8","39.3","58.7","46.3","44.4","59.5"
"Victoria Jimenez Kasintseva","57","0.12","0.32","63.8","41.5","53.8","46","48.3","59.6"
"Mirra Andreeva","53","0.14","0.31","63.8","39.9","56.9","46","51.7","58.9"
"Irina Maria Bara","4","0.11","0.27","63.8","49.1","58.8","52.6","65.8","43.2"
"Solana Sierra","48","0.13","0.42","63.7","41.2","57.6","47.1","50.3","55"
"Dominika Salkova","37","0.23","0.36","63.7","39.2","55.8","45.3","43.3","60.7"
"Tessah Andrianjafitrimo","14","0.07","0.33","63.7","39.2","54.6","44.8","48.8","63.4"
"Elvina Kalieva","16","0.27","0.47","63.7","37.7","57","44.7","49.1","63"
"Robin Montgomery","15","0.34","0.36","63.7","33.9","54.4","41.4","39.1","68.3"
"Astra Sharma","27","0.14","0.38","63.6","37.6","51.9","42.8","44.7","66.7"
"Hina Inoue","17","0.15","0.29","63.6","35.7","54.1","42.4","47.3","68.1"
"Valeriya Strakhova","11","0.18","0.27","63.6","34.7","48.9","39.9","47.1","69.2"
"Destanee Aiava","14","0.25","0.34","63.6","31.3","54","39.5","42.9","73.7"
"Lanlana Tararudee","32","0.15","0.28","63.5","39.3","54.2","44.8","45.1","62"
"Ann Li","54","0.16","0.33","63.5","38.4","54","44.1","43.2","65"
"Anastasiya Konstantinovna Soboleva","13","0.15","0.32","63.5","38.7","58.9","46.1","45.8","59.7"
"Francesca Jones","54","0.25","0.34","63.5","39.1","57","45.6","49.8","60.2"
"Isis Louise van Den Broek","3","0.23","0.35","63.5","38.6","55.3","44.7","45.8","64.5"
"Martina Trevisan","14","0.23","0.31","63.5","37.4","54.4","43.6","47.3","64.9"
"Caroline Dolehide","47","0.18","0.35","63.4","36.3","53.7","42.6","41.7","68.5"
"Xiyu Wang","23","0.14","0.38","63.4","37.5","53.3","43.3","48","66.7"
"Yulia Starodubtseva","55","0.24","0.3","63.4","38.2","53.1","43.7","46.5","64.5"
"Greetje Minnen","35","0.26","0.31","63.4","35.7","53.6","42.3","51.4","68"
"Valentina Ryser","12","0.27","0.33","63.4","34.3","49.5","39.9","44.4","72.1"
"Thaisa Grana Pedretti","4","0.21","0.51","63.4","37.5","52.6","43","48","69.2"
"Harriet Dart","25","0.25","0.34","63.3","37","53.9","43.2","43.2","68"
"Alycia Parks","53","0.15","0.33","63.3","34.2","51.5","40.5","43.1","71.9"
"Janice Tjen","27","0.28","0.28","63.3","34.9","56.8","42.9","43.8","66.7"
"Cadence Brace","12","0.23","0.33","63.3","38.3","52.4","43.5","44.7","63.5"
"Ekaterina Reyngold","6","0.12","0.4","63.3","42.1","62.7","49.7","50.7","47.7"
"Karolina Pliskova","3","0.34","0.37","63.3","32","61.2","42.7","31.7","68.3"
"Leolia Jeanjean","51","0.25","0.32","63.2","37.2","54.3","43.5","46.5","65.3"
"Maya Joint","74","0.15","0.37","63.2","40","59","47","49.2","57.7"
"Hailey Baptiste","49","0.24","0.31","63.2","36.4","49","41","39.7","70.8"
"Rebecca Sramkova","50","0.31","0.33","63.2","36.6","52.2","42.3","43.4","68"
"Barbora Palicova","22","0.24","0.4","63.2","37","56.9","44.3","49.2","62.8"
"Varvara Gracheva","58","0.22","0.34","63.2","37.1","57.9","44.8","44.3","61.5"
"Kaja Juvan","47","0.11","0.36","63.2","40.1","55.4","45.8","50.7","60"
"Tiantsoa Sarah Rakotomanga Rajaonah","32","0.16","0.33","63.2","36.8","55.3","43.6","48.5","64.9"
"Amarissa Toth","4","0.08","0.14","63.2","39.6","61.9","47.8","57.1","55.6"
"Alisa Oktiabreva","4","0.31","0.37","63.2","41.3","56.2","46.7","48.9","57.4"
"Linda Klimovicova","17","0.32","0.31","63.1","38.9","53.7","44.4","43.5","65.4"
"Laura Samson","11","0.13","0.36","63.1","40.5","55","45.8","56.1","59.6"
"Anhelina Kalinina","22","0.36","0.34","63.1","35","55.8","42.7","48.5","65.5"
"Himeno Sakatsume","17","0.18","0.35","63.1","43.6","58.2","49","48.8","53.3"
"Ashlyn Krueger","44","0.2","0.31","63.1","34.5","51.4","40.7","45.9","69.9"
"Paula Badosa","24","0.3","0.32","63.1","35.6","53.5","42.2","42.1","68.4"
"Veronika Erjavec","50","0.14","0.32","63.1","42","54.5","46.6","48.1","58.2"
"Yanina Wickmayer","9","0.31","0.23","63.1","34.1","51.2","40.4","31.9","72.8"
"Natalia Sousa Salazar","3","0.44","0.37","63.1","24.3","47.7","33","21.4","88.9"
"Tereza Valentova","40","0.15","0.35","63","44.2","59.5","49.9","51.8","49.1"
"Elisabetta Cocciaretto","61","0.21","0.3","63","37.9","54.7","44.1","47.5","63.6"
"Patricia Maria Tig","14","0.38","0.34","63","37.8","48.5","41.8","42.5","70.4"
"Daria Lodikova","3","0.09","0.21","63","42.9","47.4","44.5","56.5","60.6"
"Jil Teichmann","38","0.23","0.28","62.9","37.6","54.2","43.7","46.3","65.5"
"Sara Sorribes Tormo","19","0.14","0.24","62.9","41","53.1","45.5","49.7","60.1"
"Elina Avanesyan","21","0.13","0.34","62.9","42.1","53.1","46.2","42.4","59.7"
"Maria Mateas","9","0.32","0.37","62.9","32.7","51","39.5","39.3","73.8"
"Yue Yuan","35","0.34","0.28","62.9","32.9","53.4","40.5","43.9","69.7"
"Fiona Ferro","15","0.23","0.35","62.9","38.7","52.6","43.9","41.1","66.5"
"Varvara Lepchenko","61","0.12","0.32","62.8","37.7","51.3","42.7","44.7","67.4"
"Arianne Hartono","21","0.22","0.44","62.8","34.7","50.9","40.7","48.5","70.7"
"Sara Saito","14","0.24","0.35","62.8","36.3","52.3","42.3","45.3","68.6"
"Bernarda Pera","32","0.37","0.37","62.8","32.8","51.8","39.9","46.3","73.1"
"Leyre Romero Gormaz","42","0.13","0.36","62.8","40.9","57.4","47","45.9","58.3"
"Katie Volynets","66","0.2","0.37","62.8","42.4","58.2","48.3","51.3","53.7"
"Magdalena Frech","38","0.26","0.39","62.8","34","55.1","41.8","39.9","70.3"
"Elena-Gabriela Ruse","44","0.2","0.33","62.8","39.4","54.6","45","48.2","60"
"Zhibek Kulambayeva","6","0.13","0.31","62.8","35.4","54.2","42.4","44.4","67.2"
"Berfu Cengiz","9","0.42","0.41","62.8","28","54.8","38","44.2","72.9"
"Tina Nadine Smith","14","0.17","0.3","62.7","37.4","55.8","44.2","37.5","66.2"
"Alana Smith","13","0.28","0.51","62.7","34.7","52.7","41.4","36.2","70.5"
"Caty McNally","37","0.24","0.31","62.7","37.2","56.4","44.3","53","61.7"
"Thasaporn Naklo","3","0.23","0.15","62.7","34.9","50.8","40.8","33.3","69.2"
"En Shuo Liang","9","0.32","0.56","62.7","39.4","56.3","45.7","44.6","62.2"
"Miriana Tona","7","0.25","0.44","62.7","37.2","57.1","44.6","48.3","62.7"
"Jaqueline Cristian","57","0.26","0.34","62.6","37.3","54.1","43.6","43.7","64.2"
"Aleksandra Krunic","17","0.28","0.44","62.6","39.3","54","44.8","47.9","62.1"
"Emily Appleton","13","0.3","0.41","62.6","35.8","52","41.9","35.9","70.8"
"Jazmin Ortenzi","15","0.05","0.28","62.6","40.4","54.4","45.6","50.4","61.2"
"Nao Hibino","24","0.29","0.35","62.5","35.2","53.7","42.1","49.1","68.7"
"Simona Waltert","62","0.14","0.38","62.5","41.6","58.3","47.9","47.8","55.7"
"Diane Parry","43","0.3","0.32","62.5","34.7","52.8","41.5","44.6","69.2"
"Dalma Galfi","53","0.12","0.38","62.5","37.4","55.3","44.1","46.3","64.2"
"Marina Stakusic","36","0.21","0.38","62.5","37.6","58.8","45.6","51.9","60.1"
"Ekaterina Yashina","5","0.38","0.14","62.5","27.2","38.1","31.3","22.2","90.5"
"Ella Seidel","61","0.34","0.33","62.4","36.6","54.1","43.2","45.2","64.7"
"Justina Mikulskyte","9","0.08","0.39","62.4","33.8","55.6","42","38.8","69"
"Victoria Hu","5","0.07","0.52","62.4","37.8","59.3","45.9","38.6","61.4"
"Cristina Bucsa","66","0.23","0.39","62.4","38.7","56.2","45.2","44.6","61.4"
"Mingge Xu","10","0.29","0.27","62.4","34.5","50.8","40.6","39.7","72.4"
"Renata Jamrichova","15","0.33","0.33","62.4","32.5","53.8","40.5","46.9","73.7"
"Margaux Rouvroy","12","0.08","0.29","62.4","40.4","57.3","46.7","48.3","59"
"Carol Zhao","18","0.23","0.37","62.4","34.8","55.5","42.6","48","70.1"
"Amanda Anisimova","62","0.33","0.39","62.4","37.8","57.7","45.2","45.3","61.4"
"Ana Sofia Sanchez","7","0.2","0.44","62.4","36.8","61.1","45.9","44.7","57.5"
"Talia Gibson","33","0.43","0.37","62.4","34","56","42.3","42.8","68.2"
"Marie Bouzkova","48","0.17","0.4","62.4","38.6","59.6","46.5","54","58.4"
"Heather Watson","22","0.42","0.29","62.3","36.3","53.3","42.7","44","66.8"
"Taylor Townsend","34","0.27","0.3","62.3","34.9","53.3","41.8","43.4","69.4"
"Celine Naef","18","0.26","0.26","62.3","33.5","49.5","39.5","46.5","69.9"
"Lucia Bronzetti","45","0.29","0.36","62.3","34.2","51.3","40.6","42.8","71.3"
"Panna Udvardy","60","0.21","0.31","62.3","38.8","55.3","45","44.3","62"
"Sonay Kartal","44","0.18","0.31","62.3","37.2","54.3","43.7","47.4","65"
"Marta Kostyuk","44","0.06","0.38","62.3","38.4","55.9","45","45.2","60.8"
"Sofia Costoulas","19","0.26","0.31","62.3","36.4","56.6","44","45.6","64.6"
"Eva Guerrero Alvarez","3","0.12","0.61","62.3","32.8","50.5","39.4","27.3","78"
"Angela Fita Boluda","12","0.12","0.32","62.3","31.9","51.7","39.4","36.6","73.6"
"Rina Saigo","6","0.18","0.34","62.3","43.7","62.3","50.7","56","50"
"Ana Candiotto","5","0.13","0.35","62.3","40.8","58.9","47.7","51.1","55.6"
"Anna Kalinskaya","48","0.39","0.35","62.2","34.1","56.3","42.5","48.3","66.7"
"Jodie Anna Burrage","23","0.41","0.34","62.2","30.8","50.2","38.2","41.8","76.6"
"Anastasia Tikhonova","8","0.23","0.24","62.2","35.4","47.9","40.2","48.9","70.9"
"Peyton Stearns","37","0.41","0.34","62.2","34.8","54.7","42.3","45","68.9"
"Venus Williams","6","0.37","0.27","62.2","29.3","60","40.9","48.7","69.4"
"Aryna Sabalenka","68","0.34","0.35","62.1","37.9","58.1","45.6","46.2","60.9"
"Suzan Lamens","50","0.28","0.36","62.1","37.2","56.1","44.4","44.6","63.3"
"Nuria Parrizas-Diaz","27","0.21","0.42","62.1","37.4","56.9","44.8","44.9","61.6"
"Maria Sakkari","48","0.3","0.35","62.1","35.1","54.9","42.6","41.3","68.6"
"Daria Snigur","24","0.22","0.35","62.1","40.1","58.8","47.2","48.3","58"
"Mona Barthel","27","0.2","0.38","62.1","40.1","52.9","44.9","39.7","62.8"
"Ayano Shimizu","4","0.4","0.26","62.1","33.1","53.1","40.7","50","61.9"
"Oceane Dodin","3","0.97","0.34","62.1","26.8","56","37.9","46.7","80"
"Sijia Wei","26","0.11","0.37","62","37.8","53.9","43.9","49.2","64.5"
"Aliaksandra Sasnovich","61","0.23","0.39","62","40.5","58.2","47.2","46.2","56.3"
"Anna Bondar","63","0.16","0.35","62","36.5","54.4","43.3","46.4","66.3"
"Lina Glushko","4","0.16","0.29","62","35.3","51.9","41.6","32.3","73.7"
"Victoria Mboko","48","0.21","0.32","62","39.6","55","45.4","48","59.5"
"Olga Danilovic","38","0.27","0.35","62","34.3","54.8","42.1","48","66.7"
"Naomi Osaka","42","0.24","0.38","62","36.6","55.3","43.7","48.4","65.1"
"Viktoria Morvayova","4","0.49","0.4","62","30.6","60.6","42","44.4","64.4"
"Hannah Klugman","3","0.24","0.44","62","31.2","49.1","38","85.7","76"
"Irene Burillo Escorihuela","19","0.11","0.3","61.9","40.6","51.9","44.9","46.5","62"
"Sinja Kraus","41","0.17","0.41","61.9","43.5","59.6","49.6","50.2","51"
"Elina Svitolina","47","0.23","0.36","61.9","38.9","58.1","46.2","49.3","57.8"
"Mariam Bolkvadze","8","0.29","0.23","61.9","32.9","51.1","39.8","46.7","71.2"
"Polina Iatcenko","12","0.31","0.32","61.9","42.2","60.5","49.2","51","51.8"
"Cori Gauff","54","0.11","0.26","61.9","42.8","58.9","48.9","54.8","53.2"
"Anastasija Sevastova","23","0.25","0.4","61.9","33","56.1","41.8","39.3","70.1"
"Louisa Chirico","32","0.25","0.41","61.8","37","54.3","43.6","41.2","66.2"
"Emma Raducanu","49","0.27","0.37","61.8","37.8","56.4","44.9","49.4","62"
"Daria Saville","27","0.15","0.42","61.8","38.2","58.8","46.1","42.8","58.6"
"Kimberly Birrell","54","0.48","0.36","61.8","35.9","55.8","43.5","42.1","64.6"
"Priscilla Hon","32","0.24","0.4","61.8","34.2","54.3","41.9","47","67.9"
"Mei Yamaguchi","13","0.32","0.46","61.8","38.7","55.9","45.3","47","62.2"
"Petra Marcinko","34","0.22","0.34","61.8","39.8","55.7","45.9","47","59.4"
"Kajsa Rinaldo Persson","3","0.03","0.29","61.8","41.8","55.4","47","42.4","58.8"
"Katie Boulter","37","0.28","0.4","61.8","36.8","56.1","44.2","49.5","63.9"
"Madison Keys","42","0.13","0.31","61.7","37.5","53.5","43.6","42.4","66.1"
"Mai Hontama","26","0.2","0.42","61.7","41.6","56.8","47.4","47.2","58.4"
"Olivia Gadecki","27","0.21","0.38","61.7","35.1","52.4","41.7","35.4","70.6"
"Zeynep Sonmez","48","0.23","0.32","61.7","38.9","53.9","44.6","50","61.1"
"Jessica Bouzas Maneiro","47","0.16","0.3","61.7","40","55.3","45.9","47.3","60.7"
"Elena Rybakina","70","0.28","0.35","61.7","34.6","55.8","42.7","43","67.9"
"Mia Pohankova","4","0.06","0.26","61.7","35.8","46.7","40","35.7","71.4"
"Vitalia Diatchenko","9","0.35","0.44","61.7","35.1","58.5","44.1","44.4","64.7"
"Carla Markus","3","0.13","0.5","61.7","37.2","61.1","46.4","37.1","59.4"
"Andrea Lazaro Garcia","17","0.16","0.42","61.6","38.2","55.6","44.9","47.6","62.2"
"Anastasia Potapova","40","0.17","0.4","61.6","36.2","54.6","43.3","41.9","66.8"
"Priska Madelyn Nugroho","8","0.18","0.25","61.6","43.5","53.6","47.3","40.2","58.3"
"Laura Siegemund","38","0.19","0.37","61.6","37.3","55.3","44.3","45.2","64.1"
"Diana Shnaider","51","0.32","0.36","61.6","35.3","57.4","43.8","48.8","64.4"
"Renata Zarazua","49","0.29","0.35","61.5","38.3","56.9","45.5","46.7","60.8"
