"Player","Match Stat Matches","Aces per Game","DFs per Game","Ace to DF ratio","1st Serve %","1st Serve W %","2nd Serve W %","Service Pts W %","BP save %","Service hold %"
"Jessica Pegula","16","0.17","0.23","0.74","59","64.9","50","58.8","60.6","69.1"
"Darja Semenistaja","38","0.11","0.15","0.73","66.4","59","48","55.3","54.1","62"
"Elena-Gabriela Ruse","11","0.37","0.51","0.73","56.7","66.6","45.1","57.3","50","70"
"Petra Marcinko","19","0.23","0.32","0.72","63.2","65","46.8","58.3","53.5","67.6"
"Olga Danilovic","17","0.21","0.29","0.72","65.7","64.1","49.1","59","55.8","72.1"
"Julia Riera","24","0.23","0.32","0.72","56.8","63.1","45.9","55.7","48.5","63.6"
"Leonie Kung","4","0.17","0.24","0.71","58.6","51.4","41.6","47.4","56.1","39"
"Xinyu Wang","8","0.28","0.4","0.7","58.4","62.3","46.2","55.6","61.5","64.7"
"Elsa Jacquemot","27","0.26","0.37","0.7","60.5","66","43.2","57","57.5","66.6"
"Victoria Mboko","16","0.3","0.43","0.7","64.6","67.2","42.8","58.5","57.5","71.4"
"Aleksandra Krunic","11","0.16","0.23","0.7","65.6","56.3","42.4","51.5","48.1","55.6"
"Carson Branstine","11","0.18","0.26","0.69","59.8","63.8","44.4","56","50","62.7"
"Lia Karatancheva","5","0.11","0.16","0.69","61.3","52.1","49.3","51","52.5","50.9"
"Shuai Zhang","8","0.22","0.32","0.69","65.8","61.9","43.7","55.6","64","64.4"
"Xinyu Gao","10","0.13","0.19","0.68","68.7","60.2","46.5","55.9","58","64.4"
"Sofia Kenin","14","0.27","0.4","0.68","64","65.3","47.6","59","67","73.9"
"Jaqueline Cristian","18","0.19","0.28","0.68","58.5","64.6","48.1","57.8","48.6","67.4"
"Mayar Sherif","39","0.14","0.21","0.67","74.2","60.3","46.8","56.8","57.8","66.9"
"Varvara Gracheva","17","0.17","0.26","0.65","63.5","60","43.9","54.2","53.3","60.7"
"Amanda Anisimova","13","0.32","0.49","0.65","62.3","64.2","48.1","58.1","63.6","70"
"Veronika Erjavec","34","0.09","0.14","0.64","64.5","59.4","50.1","56.1","58.5","64.6"
"Aliona Bolsova","17","0.12","0.19","0.63","77.5","55.7","42.6","52.7","52.5","57.1"
"Chloe Paquet","21","0.35","0.56","0.63","58.7","63.6","42","54.7","59.1","60"
"Dayana Yastremska","13","0.22","0.35","0.63","57.9","63.5","46.4","56.3","58.6","66.9"
"Donna Vekic","7","0.32","0.51","0.63","55.4","69.7","40.7","56.7","52.7","70.1"
"Marie Bouzkova","15","0.22","0.35","0.63","63.7","63.5","44.9","56.7","58.2","67.8"
"Joanna Garland","10","0.16","0.26","0.62","62","64.3","47.9","58.1","54.8","66.3"
"Beatriz Haddad Maia","9","0.23","0.38","0.61","66.5","62.2","43.9","56.1","57.1","64.5"
"Julie Belgraver","7","0.22","0.36","0.61","57.8","62.2","43.8","54.5","53.3","57.8"
"Aneta Kucmova","3","0.17","0.28","0.61","73.5","59.6","46.6","56.2","44.4","58.3"
"Caroline Werner","11","0.14","0.23","0.61","58.4","55.8","44.7","51.2","52","55"
"Silvia Ambrosio","10","0.14","0.23","0.61","73","59.3","46.2","55.8","57","64.2"
"Tyra Caterina Grant","10","0.15","0.25","0.6","66.1","61.7","42.7","55.3","52.5","64.2"
"Maria Sakkari","12","0.21","0.35","0.6","62.1","66.2","45.7","58.4","57.5","69.4"
"Daria Snigur","3","0.09","0.15","0.6","79","55.1","38.1","51.5","37.5","54.5"
"Emina Bektas","3","0.26","0.44","0.59","63.3","57.1","36.4","49.5","56.7","51.9"
"Paula Badosa","5","0.2","0.34","0.59","61.5","64.3","46.3","57.4","54.8","67.8"
"Nuria Brancaccio","22","0.13","0.22","0.59","72.7","55.5","45.5","52.8","44.1","55.3"
"Federica Urgesi","5","0.15","0.26","0.58","65.2","54.4","45.6","51.4","41","51.1"
"Zarina Diyas","3","0.04","0.07","0.57","78","49","45.2","48.2","58.8","48.1"
"Ayla Aksu","3","0.2","0.35","0.57","65.1","60.3","35.4","51.6","53.8","55"
"Yulia Putintseva","10","0.13","0.23","0.57","74.7","60.9","47.6","57.5","57.1","65.6"
"Anna Siskova","5","0.04","0.07","0.57","79.1","54.8","52.1","54.2","53.3","58.8"
"Anastasija Sevastova","8","0.2","0.35","0.57","67.4","60.7","38.5","53.5","52.2","58.8"
"Lucciana Perez Alarcon","3","0.04","0.07","0.57","73.1","51.9","49.2","51.1","62.2","50"
"Diane Parry","17","0.15","0.27","0.56","61","64.8","47.3","58","55.2","68"
"Katie Volynets","21","0.05","0.09","0.56","82.4","54.8","47.5","53.5","54.2","59.6"
"Kaja Juvan","23","0.15","0.27","0.56","59.6","63.6","48.7","57.6","52.1","67.3"
"Alycia Parks","8","0.4","0.73","0.55","55","63.4","38.8","52.3","52.2","59"
"Renata Jamrichova","7","0.27","0.49","0.55","65.5","66.7","36.6","56.3","59","64.8"
"Elisabetta Cocciaretto","18","0.13","0.24","0.54","66.5","60.6","48.1","56.4","53.9","64.3"
"Peyton Stearns","12","0.2","0.38","0.53","63.2","64","40.6","55.4","57","63.2"
"Nao Hibino","11","0.12","0.23","0.52","69.3","58.1","42.8","53.4","57.6","57.6"
"Ena Shibahara","5","0.18","0.35","0.51","61.8","61.7","48.8","56.8","41.9","64.7"
"Lauren Davis","4","0.13","0.26","0.5","57.6","50.7","40.6","46.4","40.5","42.1"
"Maya Joint","18","0.13","0.26","0.5","65.3","61.3","49.9","57.4","54.6","67.6"
"Anastasia Abbagnato","4","0.05","0.1","0.5","61.9","65.5","40.7","56.1","53.6","66.7"
"Barbora Krejcikova","3","0.22","0.44","0.5","62","60.4","44.6","54.4","40.9","51.9"
"Sada Nahimana","15","0.13","0.27","0.48","67.4","59.9","42.4","54.2","53.5","58.5"
"Celine Naef","7","0.24","0.51","0.47","52.1","58.2","45.4","52.1","49.3","53.7"
"Kamilla Rakhimova","15","0.15","0.32","0.47","59","62.6","41.4","53.9","58.1","60.7"
"Amandine Hesse","3","0.17","0.37","0.46","57.1","57.5","43.5","51.5","48.1","53.3"
"Kristina Dmitruk","3","0.06","0.13","0.46","81.5","58.9","59.5","59","47.4","67.7"
"Eva Vedder","13","0.17","0.38","0.45","54.8","59.5","41.8","51.5","49.6","51.9"
"Lucia Bronzetti","11","0.12","0.27","0.44","60.9","58.2","45.6","53.3","55.6","60.7"
"Susan Bandecchi","7","0.04","0.09","0.44","71.5","50.1","36.4","46.2","37.5","41.2"
"Valentina Steiner","3","0.11","0.25","0.44","57.7","70.1","56.3","64.3","68.8","82.1"
"Anastasia Potapova","9","0.2","0.46","0.43","54.5","62.9","47.6","55.9","48.8","62.8"
"Tina Nadine Smith","10","0.1","0.23","0.43","62.4","58.9","44.9","53.7","55.4","56.7"
"Teodora Kostovic","13","0.13","0.3","0.43","58.9","62","47.3","55.9","58.6","65.7"
"Angela Fita Boluda","11","0.16","0.37","0.43","62.6","61.7","46.8","56.1","59","63.6"
"Sonay Kartal","9","0.08","0.19","0.42","74.3","58.5","45.5","55.1","56.8","62.4"
"Ons Jabeur","3","0.16","0.38","0.42","53.9","59.5","43.8","52.3","67.5","59.4"
"Irina-Camelia Begu","13","0.13","0.31","0.42","66.3","61.6","46.1","56.3","54.1","64.6"
"Fiona Ferro","10","0.08","0.19","0.42","61.7","61.7","48.7","56.7","54.8","66.7"
"Hanne Vandewinkel","19","0.19","0.46","0.41","65.3","62.5","43.9","56","52.2","64"
"Caroline Dolehide","16","0.13","0.32","0.41","68.5","62.3","50","58.4","57.6","68.7"
"Anastasiya Konstantinovna Soboleva","10","0.12","0.29","0.41","62.6","58.7","46.4","54.1","59.1","62"
"Selena Janicijevic","16","0.17","0.41","0.41","58.3","57.7","43.3","51.7","45.5","54.9"
"Maja Chwalinska","34","0.07","0.17","0.41","72.1","59.6","47.7","56.3","52.6","65.5"
"Marta Kostyuk","9","0.2","0.49","0.41","56.7","65.7","46.4","57.4","58.5","69"
"Mona Barthel","19","0.23","0.56","0.41","53.9","65.7","42.8","55.1","51.7","62.2"
"Kaitlin Quevedo","10","0.09","0.22","0.41","67.4","58.6","37.7","51.8","39.1","54.3"
"Luisina Giovannini","12","0.12","0.29","0.41","62.3","62.3","48.2","57","48.1","65.5"
"Mirra Andreeva","15","0.17","0.42","0.4","61.2","67.4","47.3","59.6","68.1","75"
"Leolia Jeanjean","22","0.13","0.33","0.39","61.6","61","46.1","55.3","49.5","62.4"
"Ashlyn Krueger","9","0.19","0.49","0.39","64.7","61","40.1","53.6","48.1","59.2"
"Anastasia Pavlyuchenkova","4","0.22","0.56","0.39","51.3","65.7","39.2","52.8","51.6","58.3"
"Miriam Bianca Bulgaru","21","0.15","0.38","0.39","63.7","58","44.1","52.9","52.4","56.9"
"Aurora Zantedeschi","8","0.11","0.28","0.39","59.2","56.9","43.5","51.5","58.3","55.1"
"Leyre Romero Gormaz","35","0.15","0.39","0.38","59.1","61.7","46.4","55.4","52.6","62.2"
"Maria Mateas","4","0.12","0.32","0.38","72.7","55.6","39","51.1","68","52.9"
"Anouk Koevermans","18","0.18","0.48","0.38","62.8","61.5","43.7","54.9","51.7","62.3"
"Katarzyna Kawa","15","0.11","0.29","0.38","58.1","59.4","45.4","53.6","50","60.5"
"Lanlana Tararudee","7","0.13","0.35","0.37","67.2","60.1","44.7","55","54.9","59"
"Maria Timofeeva","13","0.1","0.27","0.37","68.5","57.1","46.5","53.7","54.5","61.4"
"Jil Teichmann","23","0.11","0.3","0.37","65.6","59.3","45.3","54.5","52.7","60.4"
"Diana Shnaider","13","0.1","0.27","0.37","67.2","63.6","49.3","58.9","64.2","70.8"
"Sinja Kraus","29","0.12","0.33","0.36","57.8","59.1","43.5","52.5","49","56.1"
"Viktoriya Tomova","11","0.12","0.33","0.36","64.3","54.9","42.8","50.5","54.9","50"
"Anna-Lena Friedsam","9","0.18","0.52","0.35","63","60.1","37.6","51.8","57.7","54.4"
"Oleksandra Oliynykova","37","0.07","0.2","0.35","75","58.8","45.9","55.5","53.5","62.9"
"Margaux Rouvroy","12","0.15","0.43","0.35","67.3","56.5","42.6","52","57","55.9"
"Emma Navarro","12","0.14","0.4","0.35","58.1","63.7","47.2","56.8","58.4","65.4"
"Tiantsoa Sarah Rakotomanga Rajaonah","10","0.18","0.51","0.35","63.3","61.8","39.5","53.6","53.3","59.4"
"Sijia Wei","7","0.16","0.47","0.34","57.7","58.8","43.4","52.3","50.8","54.3"
"Laura Pigossi","18","0.1","0.29","0.34","67.5","55.8","45.2","52.4","53.9","55.5"
"Ana Konjuh","4","0.22","0.64","0.34","48.1","67.5","37.3","51.9","59.5","52.8"
"Cori Gauff","21","0.18","0.53","0.34","59.8","67","46.1","58.6","54.2","67"
"Katie Boulter","10","0.21","0.61","0.34","62.4","63.7","44.3","56.4","58.8","66"
"Ajla Tomljanovic","14","0.14","0.43","0.33","67.2","59.6","46","55.2","54.6","64.2"
"Daria Saville","8","0.14","0.43","0.33","62.3","56.5","41.7","50.9","47.9","51.3"
"Suzan Lamens","9","0.16","0.49","0.33","59.9","62.5","43.1","54.7","47.9","61.5"
"Anna Blinkova","13","0.11","0.33","0.33","64.4","58.1","46.3","53.9","60.2","61.3"
"Han Shi","3","0.23","0.69","0.33","59.7","55.2","39.4","48.9","48.1","46.2"
"Mccartney Kessler","10","0.11","0.33","0.33","62.6","56.7","43.1","51.6","56.4","54.5"
"Francesca Jones","21","0.14","0.42","0.33","66","64.5","49.3","59.4","56.9","70.9"
"Ekaterina Reyngold","4","0.13","0.39","0.33","66.4","64.6","42.2","57.1","52","68.4"
"Solana Sierra","25","0.16","0.5","0.32","64","64.3","43.9","57","55.2","68"
"Erika Andreeva","8","0.09","0.28","0.32","55.9","60.9","40.8","52","47.1","51.4"
"Alina Charaeva","13","0.15","0.47","0.32","59.6","63.5","46.2","56.5","53.5","64.7"
"Caty McNally","4","0.08","0.25","0.32","76.4","59.3","52","57.5","48","63.9"
"Marina Stakusic","8","0.13","0.41","0.32","60.9","58","39.3","50.7","50.5","48.9"
"Kyoka Okamura","7","0.11","0.34","0.32","66.1","56.9","41.7","51.8","49.2","50.8"
"Anastasia Zolotareva","8","0.12","0.37","0.32","66.5","55.9","38.4","50","50.6","51.2"
"Olivia Gadecki","8","0.16","0.51","0.31","60.9","59.8","38.7","51.6","49.3","55.3"
"Anhelina Kalinina","6","0.08","0.26","0.31","68.3","59.3","37.7","52.5","48.8","58.5"
"Tatiana Prozorova","12","0.1","0.32","0.31","63.2","60.1","44.5","54.3","49.2","57.9"
"Julieta Pareja","8","0.11","0.36","0.31","67.8","61.6","44.3","56","46.3","61.3"
"Xiaodi You","3","0.17","0.54","0.31","53.8","53.5","36.5","45.6","46.2","41.7"
"Nina Stojanovic","8","0.13","0.42","0.31","60.3","65.8","38.8","55.1","59","64.2"
"Louisa Chirico","20","0.16","0.53","0.3","59.5","61.9","39","52.6","46.5","56.9"
"Tamara Korpatsch","16","0.1","0.33","0.3","60.3","58.1","48.6","54.3","49.6","58.1"
"Aliaksandra Sasnovich","18","0.1","0.33","0.3","65.8","60.1","44.1","54.6","54.5","61.3"
"Iryna Shymanovich","12","0.08","0.27","0.3","54.2","60.8","47.2","54.5","49","58.9"
"Manon Leonard","4","0.06","0.21","0.29","66.8","56.9","48.4","54.1","66.7","62.5"
"Alexandra Eala","6","0.06","0.21","0.29","69.4","52.5","43.9","49.9","52.2","49.2"
"Moyuka Uchijima","14","0.14","0.49","0.29","59.8","58.8","43.5","52.7","50.4","55.6"
"Camila Osorio","14","0.17","0.58","0.29","64","61.8","40.2","54","57.4","59.7"
"Carolina Alves","11","0.1","0.34","0.29","66.2","52.8","39.6","48.4","45.3","44.3"
"Claire Liu","5","0.12","0.43","0.28","68.6","56.3","44.8","52.7","55.1","55.1"
"Leylah Annie Fernandez","7","0.13","0.46","0.28","55.9","66.7","44.6","56.9","51.9","63.9"
"Ruth Roura Llaverias","3","0.17","0.6","0.28","57.4","61.4","41.3","52.8","46.4","50"
"Oksana Selekhmeteva","39","0.13","0.48","0.27","65.2","61.3","45.3","55.7","52.2","63.9"
"Renata Zarazua","13","0.06","0.22","0.27","68.4","53.6","43.8","50.5","51.9","51.3"
"Despina Papamichail","16","0.06","0.22","0.27","73.6","56.1","40.3","51.9","53.1","54.8"
"Amarissa Toth","3","0.04","0.15","0.27","68.9","56.5","44.6","52.8","47.8","53.8"
"Mananchaya Sawangkaew","3","0.16","0.61","0.26","63.5","57.5","31.2","47.9","46.9","45.2"
"Simona Waltert","42","0.1","0.39","0.26","64.9","60.9","45.1","55.3","52.7","61.9"
"Cristina Bucsa","8","0.1","0.39","0.26","61.6","60.6","46.3","55.1","60","65.2"
"Xiyu Wang","8","0.07","0.27","0.26","70.9","52","44.8","49.9","54.3","49.4"
"Nuria Parrizas-Diaz","16","0.06","0.23","0.26","68.4","57.2","42.1","52.4","50","57.3"
"Julia Grabher","27","0.11","0.43","0.26","65","60.9","47.3","56.2","53.5","65.1"
"Iva Jovic","4","0.05","0.19","0.26","63.7","57.1","43.3","52.1","47.2","54.8"
"Carole Monnet","24","0.16","0.61","0.26","61.7","59.8","40.1","52.3","48.7","55.8"
"Petra Kvitova","3","0.13","0.5","0.26","62.9","55.7","48.6","53.1","50","56.7"
"Nicole Fossa Huergo","15","0.13","0.5","0.26","65.4","50.4","40.3","46.9","46.4","41.8"
"Storm Hunter","3","0.16","0.61","0.26","57.1","62","33","49.5","44.4","51.6"
"Martina Colmegna","5","0.05","0.19","0.26","65.8","63","46.7","57.4","53.3","67.4"
"Justina Mikulskyte","5","0.05","0.2","0.25","64.4","54.3","49","52.4","52.4","54.5"
"Elena Malygina","3","0.07","0.28","0.25","79.9","60.6","33.3","55.2","63","65.5"
"Hanna Chang","9","0.14","0.58","0.24","49.4","68","40.5","54.1","43.8","62.9"
"Noma Noha Akugue","11","0.1","0.41","0.24","65","62.1","40.1","54.4","50.4","58.2"
"Daria Kasatkina","10","0.12","0.5","0.24","66.8","57.1","45.1","53.1","46.7","57.4"
"Jana Fett","19","0.18","0.75","0.24","58.4","63.3","39.3","53.3","50.9","58.7"
"Clara Burel","4","0.06","0.25","0.24","66.8","61.8","40.2","54.7","53.6","63.9"
"Ayana Akli","3","0.09","0.37","0.24","63.7","53.2","46.7","50.8","52.8","51.4"
"Arantxa Rus","27","0.07","0.31","0.23","77.9","56.4","43.3","53.5","49.8","58"
"Laura Siegemund","7","0.07","0.3","0.23","73.1","60.4","49.6","57.5","57.1","66.2"
"Berfu Cengiz","3","0.12","0.52","0.23","57.7","56.9","35.6","47.9","51.4","45.5"
"Gabriela Lee","5","0.08","0.37","0.22","61.6","60.8","36.2","51.4","42.9","53.8"
"Ariana Geerlings","6","0.08","0.36","0.22","67.1","57.8","43","52.9","56.4","60.7"
"Jule Niemeier","15","0.18","0.83","0.22","51.7","64","41","52.9","47.2","58.6"
"Guiomar Maristany Zuleta De Reales","16","0.07","0.34","0.21","65.6","58.1","40","51.9","39.8","53.9"
"Mai Hontama","6","0.06","0.29","0.21","63.8","56.3","33.1","47.9","39.6","48.4"
"Wushuang Zheng","5","0.06","0.29","0.21","69.5","54.1","36.1","48.6","55.9","49"
"Barbora Palicova","14","0.08","0.39","0.21","60.2","57.3","37.6","49.5","53","50.3"
"Alice Rame","9","0.07","0.33","0.21","59.4","58.7","43.4","52.5","52.3","55.8"
"Valeriya Strakhova","8","0.08","0.39","0.21","67.2","50.2","37.9","46.1","35.8","41.9"
"Tatiana Pieri","9","0.05","0.24","0.21","66.3","53.8","45.1","50.9","56","50"
"YeXin Ma","3","0.1","0.48","0.21","57.2","53.3","37.5","46.5","51.5","44.8"
"Patricia Maria Tig","10","0.14","0.67","0.21","58.7","62.3","38.5","52.5","54.6","56.6"
"Dalila Spiteri","10","0.05","0.24","0.21","69.5","58.3","44.2","54","56.2","61"
"Martina Trevisan","9","0.11","0.53","0.21","65.8","55.6","38.2","49.6","40.4","49.5"
"Polina Kudermetova","6","0.08","0.4","0.2","57.3","54.6","40.7","48.7","42.1","45"
"Anastasia Zakharova","9","0.07","0.35","0.2","68.8","51.1","46.3","49.6","51.5","50.5"
"Ekaterine Gorgodze","16","0.03","0.16","0.19","78.8","52.5","40.4","49.9","46.1","49.4"
"Dominika Salkova","14","0.11","0.58","0.19","61","58.2","41.6","51.7","50","54.3"
"Yulia Starodubtseva","16","0.05","0.27","0.19","66.4","56.4","47.7","53.5","52.8","60.7"
"Elina Avanesyan","6","0.07","0.36","0.19","66.9","55.5","30.2","47.1","52.1","41.4"
"Lea Boskovic","10","0.06","0.32","0.19","69.5","59.3","35","51.9","54.7","55.7"
"Victoria Jimenez Kasintseva","25","0.08","0.43","0.19","66.8","57.7","45.7","53.7","53.6","60.3"
"Jazmin Ortenzi","12","0.04","0.21","0.19","65.6","56.5","45.8","52.9","55","59.5"
"Diletta Cherubini","7","0.07","0.36","0.19","62.8","57","49.3","54.1","47.1","59.6"
"Dalila Jakupovic","3","0.06","0.33","0.18","73.7","56.1","36.1","50.9","46.2","57.6"
"Elena Pridankina","11","0.07","0.38","0.18","64.8","56.2","42.2","51.2","38.9","52.5"
"Marina Bassols Ribera","4","0.07","0.4","0.18","62.2","54.6","38.7","48.6","37.8","48.9"
"Alicia Herrero Linana","12","0.03","0.17","0.18","72.6","54.4","50","53.2","53.8","58.8"
"Zhibek Kulambayeva","6","0.05","0.28","0.18","71.6","55.6","34.5","49.6","46.4","47.4"
"Irene Burillo Escorihuela","14","0.04","0.24","0.17","65.5","56.2","42.7","51.6","51.3","52.5"
"Jessica Bouzas Maneiro","16","0.06","0.35","0.17","67.3","58.2","46.2","54.3","45.3","59.9"
"Emiliana Arango","11","0.05","0.3","0.17","72.6","53.3","36.7","48.8","46.3","45.5"
"Sara Saito","9","0.1","0.62","0.16","61.2","58.3","38.9","50.8","46.2","51.5"
"Haruka Kaji","3","0.03","0.19","0.16","66.8","51","39.5","47.2","40","43.8"
"Fernanda Labrana","3","0.07","0.45","0.16","71.4","55","39.1","50.4","66.7","51.7"
"Sara Bejlek","37","0.03","0.2","0.15","74.2","58.5","47.7","55.7","55.1","63.8"
"Katerina Siniakova","8","0.09","0.61","0.15","57.2","64.7","39.1","53.7","54.4","59.1"
"Elizabeth Mandlik","6","0.13","0.89","0.15","53.8","57.9","42.4","50.7","60.3","52.5"
"Yanina Wickmayer","4","0.09","0.59","0.15","58.9","50.4","36","44.5","41.7","38.2"
"Alize Cornet","6","0.07","0.46","0.15","61.8","50.5","40.4","46.6","45.8","42.9"
"Valentina Ryser","3","0.06","0.44","0.14","51.5","64.8","39.4","52.5","34.8","55.9"
"Laura Samson","9","0.07","0.55","0.13","57","57.6","48.5","53.7","46.6","60.2"
"Kimberly Birrell","6","0.09","0.71","0.13","59.4","62.4","39.6","53.1","55","58.5"
"Eva Lys","13","0.04","0.32","0.13","68.9","59","48","55.5","54.7","63.6"
"Xinxin Yao","4","0.03","0.23","0.13","61.2","46.8","42","44.9","42.1","37.1"
"Kathinka Von Deichmann","17","0.06","0.48","0.13","71.9","55.8","37.6","50.7","49.1","49.1"
"Marketa Vondrousova","3","0.06","0.46","0.13","59.3","63.6","43.8","55.5","61.8","62.9"
"Ekaterina Kazionova","4","0.07","0.52","0.13","61.8","58.6","33","48.8","57.1","42.9"
