"Player","Match Stat Matches","Opponent Aces per Game","Opponent DFs per Game","Opponent 1st Serve %","1st Return W %","2nd Return W %","Return Pts W %","BP W %","Opponent Hold %"
"Victoria Jimenez Kasintseva","28","0.16","0.3","62.3","40.2","55.9","46.1","47.6","59.7"
"Valentina Ryser","3","0.2","0.4","62.3","34.3","48.1","39.5","47.6","71.4"
"Ana Sofia Sanchez","5","0.25","0.32","62.3","36.4","58.1","44.6","40","60"
"Marie Bouzkova","30","0.19","0.41","62.3","39","59.7","46.8","51.4","58.2"
"Rina Saigo","6","0.18","0.34","62.3","43.7","62.3","50.7","56","50"
"Solana Sierra","16","0.17","0.45","62.2","36.6","53.6","43","44.9","64.9"
"Maria Timofeeva","8","0.15","0.33","62.2","37.7","54.5","44","50","64.2"
"Petra Marcinko","14","0.2","0.32","62.2","38.1","52.4","43.5","41.6","64.7"
"Jessica Pegula","44","0.3","0.41","62.2","41.5","58.2","47.8","47.2","60.2"
"Emily Appleton","6","0.2","0.32","62.2","35.2","53","42","40.4","70.4"
"Storm Hunter","6","0.28","0.51","62.2","37.5","60.2","46.1","50.8","55.4"
"Venus Williams","6","0.37","0.27","62.2","29.3","60","40.9","48.7","69.4"
"Oksana Selekhmeteva","9","0.2","0.43","62.1","40.5","54.6","45.9","53.2","56.4"
"Ann Li","31","0.17","0.35","62.1","38.6","53.4","44.2","41.6","65.6"
"Greetje Minnen","21","0.24","0.29","62.1","36.5","52","42.4","52.5","66.8"
"Marina Stakusic","24","0.24","0.4","62.1","35.2","58.8","44.1","49.7","63.5"
"Katie Boulter","20","0.26","0.41","62.1","37.3","55.1","44","46.5","64.9"
"Anastasija Sevastova","11","0.29","0.41","62.1","31.8","55.1","40.6","39.4","70.5"
"Anca Alexia Todoni","4","0.17","0.26","62","31.7","50.9","39","40","78.3"
"Astra Sharma","13","0.11","0.4","62","34","50","40.1","40.7","74.4"
"Carol Zhao","6","0.13","0.53","62","32.6","57.4","42","44.7","69.1"
"Viktoria Morvayova","4","0.49","0.4","62","30.6","60.6","42","44.4","64.4"
"Leolia Jeanjean","24","0.29","0.29","61.9","34.6","50.4","40.6","49.3","71.2"
"Saisai Zheng","4","0.27","0.33","61.9","29.6","44.2","35.1","50","81.8"
"Anna Bondar","32","0.2","0.34","61.9","36.2","55.5","43.6","45.6","66"
"Jaqueline Cristian","35","0.32","0.35","61.9","35.8","54.8","43","44.8","64.6"
"Polina Iatcenko","12","0.31","0.32","61.9","42.2","60.5","49.2","51","51.8"
"Anna Sinclair Rogers","5","0.37","0.54","61.9","29.3","53.9","38.7","44.8","75"
"Justina Mikulskyte","3","0.16","0.31","61.8","34.1","50","40.2","40","75"
"Xiyu Wang","12","0.11","0.38","61.8","35.8","55","43.1","43.8","68.4"
"Sofia Kenin","34","0.71","0.39","61.8","30.6","54.4","39.7","42.4","72.9"
"Kristina Dmitruk","4","0.16","0.3","61.8","41.8","47","43.8","36.4","62.8"
"Aryna Sabalenka","34","0.38","0.34","61.7","37.9","59.1","46","50.6","59.4"
"Olivia Gadecki","12","0.22","0.36","61.7","33.8","53.2","41.2","37.3","71.5"
"Eva Lys","31","0.33","0.38","61.7","39.9","58.1","46.9","51.5","55.5"
"Elina Svitolina","22","0.26","0.33","61.7","37.5","57.5","45.2","49.5","58"
"Magdalena Frech","24","0.28","0.39","61.7","33.7","55.2","41.9","40.2","70"
"Naomi Osaka","25","0.25","0.4","61.7","36.4","56.6","44.1","52.5","63"
"Suzan Lamens","29","0.28","0.39","61.6","35.9","56","43.6","41.6","66.1"
"Maria Sakkari","27","0.29","0.41","61.5","34.2","56.4","42.8","43.7","67.1"
"Paula Badosa","15","0.25","0.32","61.5","35.5","53.1","42.3","39.2","68.4"
"Anouk Koevermans","5","0.19","0.26","61.5","36.5","43.8","39.3","45.9","70.7"
"Manon Leonard","3","0.46","0.15","61.4","28.1","46.4","35.2","80","84.6"
"Alexandra Eala","34","0.36","0.44","61.4","39.4","61.2","47.8","45.7","55.6"
"Anna Kalinskaya","32","0.37","0.38","61.4","33.6","56.9","42.6","47","66.1"
"Katie Volynets","41","0.22","0.38","61.4","40.8","58.7","47.7","50.2","54.6"
"Belinda Bencic","33","0.3","0.34","61.4","36.9","57.6","44.9","46.2","62.7"
"Magda Linette","33","0.23","0.38","61.4","34.3","53","41.6","40.2","69.9"
"Francesca Jones","24","0.24","0.37","61.4","39.2","56.1","45.7","50.7","59"
"Laura Siegemund","22","0.19","0.41","61.4","38.1","56.5","45.2","44.9","61.9"
"Tereza Valentova","27","0.18","0.34","61.3","43.2","58.5","49.1","50.8","52.3"
"Sorana Cirstea","43","0.17","0.38","61.3","38.4","56.2","45.3","50.1","60.7"
"Astrid Lew Yan Foon","3","0.08","0.36","61.3","40","54","45.4","62.5","60"
"Destanee Aiava","8","0.22","0.39","61.3","34.2","48.8","39.8","44.3","71.3"
"Riya Bhatia","3","0.25","0.36","61.3","32","41.3","35.6","50","78.6"
"Mia Pohankova","3","0","0.23","61.3","39.8","50.8","44","43.5","61.5"
"Mai Hontama","18","0.25","0.42","61.2","40.7","57.2","47.1","50.9","58.6"
"Kathinka Von Deichmann","3","0.34","0.47","61.2","32.5","52.5","40.3","33.3","75"
"Leylah Annie Fernandez","38","0.3","0.37","61.2","35.3","55.1","43","43.7","68"
"Emma Raducanu","30","0.3","0.39","61.1","36","56.4","43.9","50.7","65.1"
"Renata Zarazua","31","0.35","0.38","61.1","36.6","57.3","44.6","50.4","62.2"
"Valeriya Strakhova","3","0.3","0.37","61.1","32.2","50.7","39.4","36","70"
"Veronika Kudermetova","30","0.24","0.29","61.1","33.6","54","41.5","39.8","71.1"
"YeXin Ma","11","0.22","0.34","61.1","37.8","56.8","45.2","48.4","61.2"
"Varvara Lepchenko","23","0.17","0.29","61","33.6","49.2","39.7","42.9","74"
"Louisa Chirico","11","0.27","0.39","61","36","49.5","41.3","35.6","71.7"
"Lucia Bronzetti","23","0.3","0.41","61","34.5","50.8","40.9","40.6","70.8"
"Hanyu Guo","15","0.23","0.46","61","40","58.6","47.3","49","56.3"
"Mei Yamaguchi","11","0.33","0.43","61","37.9","55.7","44.9","45.6","62.7"
"Victoria Mboko","27","0.21","0.28","61","38.5","53","44.2","55","61"
"Cori Gauff","28","0.09","0.29","61","41","58.1","47.6","57","56.1"
"Anna Karolina Schmiedlova","3","0.29","0.31","60.9","37.1","51.1","42.6","50","62.9"
"Caroline Dolehide","23","0.22","0.39","60.9","35.5","53.1","42.4","38.5","69.9"
"Zeynep Sonmez","27","0.24","0.33","60.9","37.6","55.3","44.5","50.2","62.3"
"Elena Rybakina","45","0.3","0.39","60.9","33.8","55.8","42.4","43.6","68.7"
"Ajla Tomljanovic","30","0.48","0.43","60.8","36.2","54.9","43.5","45.9","66.3"
"Daria Saville","17","0.16","0.45","60.8","39.2","60.4","47.5","45.7","55.3"
"Yulia Starodubtseva","30","0.33","0.32","60.8","38.3","53.6","44.3","46.3","63.4"
"Maja Chwalinska","4","0.25","0.42","60.8","36.2","58.1","44.8","31.6","66.7"
"Qinwen Zheng","12","0.16","0.25","60.8","37.2","53","43.4","48.9","63.6"
"Lola Radivojevic","3","0.38","0.34","60.7","25","55.7","37.1","27.3","81.3"
"Hong Yi Cody Wong","4","0.21","0.29","60.7","33.7","46.3","38.7","60","75"
"Talia Gibson","19","0.43","0.32","60.7","34.9","53.7","42.3","39.8","69.6"
"Dominika Salkova","16","0.27","0.42","60.6","36.6","55.3","44","38.8","66.3"
"Nuria Parrizas-Diaz","8","0.36","0.29","60.6","34.3","50.6","40.7","46","68.5"
"Jessica Bouzas Maneiro","24","0.17","0.31","60.6","40.1","54.1","45.6","51.7","61.8"
"Anna Blinkova","26","0.24","0.38","60.6","40.1","53.8","45.5","50","60.4"
"Priscilla Hon","20","0.22","0.42","60.6","33.6","55.9","42.4","46.1","66.8"
"Emma Navarro","27","0.23","0.34","60.6","38","57.8","45.8","52.2","59.9"
"Zhuoxuan Bai","4","0.04","0.24","60.6","42.2","57.3","48.1","66.7","56"
"Arina Rodionova","12","0.12","0.47","60.5","36.4","58.1","45","45.4","60.6"
"Clara Tauson","30","0.34","0.39","60.5","34.3","52.9","41.7","43.9","70.3"
"Ena Shibahara","22","0.14","0.37","60.5","35.2","50.5","41.3","46.6","69.4"
"Yue Yuan","24","0.37","0.28","60.5","32.3","53","40.4","46.7","69.4"
"Linda Noskova","41","0.4","0.28","60.5","32","54.9","41.1","47.6","69.7"
"Peyton Stearns","20","0.48","0.39","60.5","32.7","53.1","40.7","50.4","71.4"
"Aleksandra Krunic","6","0.28","0.21","60.5","36.4","40","37.9","44.1","75.4"
"Veronika Erjavec","11","0.24","0.31","60.5","36.3","55","43.7","47.8","64.2"
"Jana Fett","4","0.22","0.57","60.5","43.2","60","49.9","47.1","52.9"
"Maddison Inglis","28","0.41","0.39","60.4","31.8","53.9","40.6","39.7","72.9"
"Wakana Sonobe","8","0.23","0.43","60.4","31.3","56.9","41.4","41.1","69.3"
"Yulia Putintseva","33","0.27","0.32","60.4","36.8","54.5","43.8","49.6","63.6"
"Whitney Osuigwe","21","0.21","0.33","60.3","36.4","56.9","44.6","49.7","61.9"
"Emina Bektas","9","0.96","0.43","60.3","24.4","45.2","32.7","38.5","83.7"
"Anastasia Kulikova","8","0.49","0.4","60.3","24.2","58.1","37.7","45","79.1"
"Berfu Cengiz","5","0.44","0.49","60.3","28.2","55.4","39","39.3","74.4"
"Yafan Wang","16","0.3","0.39","60.3","34.3","52.4","41.5","40.9","69.4"
"Xinyu Gao","16","0.18","0.32","60.2","40.9","56.7","47.2","53.2","57.3"
"Simona Waltert","14","0.11","0.39","60.1","43.6","55.7","48.4","45.2","55.4"
"Carmen Andreea Herea","4","0.11","0.28","60.1","43.8","60.4","50.4","57.6","47.2"
"Jessica Pieri","5","0.4","0.31","60","43.3","57.5","49","53.7","51.1"
"Kimberly Birrell","34","0.46","0.38","60","37.2","56.1","44.7","43.6","61.6"
"Anhelina Kalinina","7","0.34","0.39","60","33.3","51","40.4","52.3","70.9"
"Jelena Ostapenko","20","0.45","0.32","60","34.8","56.4","43.4","49","64.3"
"Jasmine Paolini","33","0.38","0.41","60","36.7","54.9","44","46.9","63.1"
"Vivian Wolff","3","0.43","0.32","59.9","21.4","56","35.3","44.4","85.7"
"Mccartney Kessler","38","0.27","0.33","59.9","37.4","54.3","44.2","43.3","63.8"
"Kamilla Rakhimova","33","0.47","0.38","59.9","35.8","57.2","44.4","45.3","63.9"
"Teodora Kostovic","5","0.47","0.3","59.8","32.7","53.2","40.9","44.8","69.8"
"Sahaja Yamalapalli","5","0.26","0.31","59.7","34.4","54.5","42.5","47.6","63"
"Katerina Siniakova","35","0.13","0.41","59.7","41.8","54.6","47","52.1","56.2"
"Mayar Sherif","7","0.18","0.44","59.7","25.4","56.5","37.9","35.4","78.2"
"Fangran Tian","3","0.28","0.28","59.7","27","44","33.9","11.8","92"
"Victoria Azarenka","10","0.42","0.32","59.7","34.6","56.3","43.3","50","67.4"
"Elise Mertens","23","0.28","0.46","59.6","32.8","57.9","42.9","40.1","67.3"
"Dayana Yastremska","22","0.24","0.39","59.6","33.8","53.7","41.8","40.8","67.9"
"Kayla Cross","8","0.12","0.23","59.5","34.7","49.5","40.7","52.3","70.1"
"Anastasia Potapova","21","0.17","0.5","59.5","35.8","52.9","42.7","39.7","67.9"
"Polina Kudermetova","29","0.37","0.46","59.4","36.4","52.3","42.8","47.3","66.2"
"Lulu Sun","36","0.36","0.41","59.4","36","51.8","42.4","42.1","68.4"
"Mona Barthel","3","0.19","0.63","59.4","39.7","67.4","50.9","50","50"
"Rebecca Marino","21","0.22","0.43","59.3","32.6","54.9","41.6","48.9","68.8"
"Ysaline Bonaventure","5","0.49","0.37","59.3","24.4","50.6","35","46.2","82.9"
"Irina-Camelia Begu","7","0.17","0.29","59.3","35.5","53.5","42.9","41.7","65.1"
"Maaya Rajeshwaran Revathi","5","0.24","0.33","59.3","36.5","63.6","47.5","57.6","57.8"
"Clervie Ngounoue","11","0.29","0.42","59.3","32.9","53.9","41.5","42.5","67.9"
"Donna Vekic","18","0.26","0.37","59.3","35.1","53.7","42.7","51.3","66.5"
"Hanne Vandewinkel","10","0.22","0.43","59.2","35.9","57.4","44.6","50.7","60.9"
"Jil Teichmann","9","0.29","0.3","59.2","35.7","54.2","43.3","50","63.2"
"Leonie Kung","4","0.29","0.4","59.2","36","52.2","42.6","50","66.7"
"Olga Danilovic","13","0.32","0.36","59.2","30.9","49.7","38.6","39.6","73.8"
"Jule Niemeier","8","0.25","0.46","59.2","37","54.1","44","50","60.8"
"Iga Swiatek","39","0.3","0.34","59.2","41.2","60","48.9","52.6","52.4"
"Dalila Jakupovic","3","0.12","0.56","59.1","23.7","50.7","34.8","30.8","84"
"Camila Osorio","21","0.28","0.37","59.1","37.3","55.7","44.8","45.4","63.5"
"Elena Pridankina","16","0.15","0.4","59.1","37.7","58","46","37.5","58.6"
"Jessika Ponchet","12","0.19","0.51","59.1","34.6","57.5","44","41.7","64.8"
"Sara Errani","3","0.52","0.31","59","37.8","55.8","45.2","56.5","55.2"
"Antonia Ruzic","25","0.33","0.47","58.9","39.2","57.7","46.8","52.4","58.2"
"Malaika Rapolu","4","0.21","0.39","58.9","37.3","45.5","40.7","47.8","71.1"
"Kyoka Okamura","16","0.24","0.38","58.9","35.4","53.6","42.9","46.4","66.5"
"Robin Montgomery","4","0.34","0.37","58.9","34.5","52.1","41.8","37.8","65.9"
"Danielle Collins","10","0.44","0.49","58.9","29.7","58.1","41.4","47.9","70.4"
"Nina Stojanovic","4","0.4","0.49","58.9","31.3","56.1","41.5","38.9","68.9"
"Martina Colmegna","3","0.09","0.66","58.9","46.6","64.2","53.8","58.1","43.8"
"Lin Zhu","14","0.34","0.47","58.8","34.8","58.3","44.5","44","61.9"
"Lucrezia Stefanini","19","0.19","0.47","58.8","39.9","56.3","46.7","49","59.6"
"Marketa Vondrousova","18","0.17","0.43","58.8","38.4","53.2","44.5","39.9","62.6"
"Arantxa Rus","7","0.19","0.43","58.7","31.7","55.5","41.6","37.5","68.7"
"Caroline Garcia","11","0.29","0.34","58.6","32.3","48.4","39","40","75"
"Lois Boisson","7","0.17","0.45","58.6","33.1","52.2","41","35.2","75"
"Martina Trevisan","5","0.41","0.5","58.6","34.1","54.2","42.4","41.7","67.4"
"Anastasia Zakharova","32","0.31","0.46","58.5","34.5","59.4","44.9","46.8","62.1"
"Priska Madelyn Nugroho","7","0.19","0.28","58.4","42.2","52.4","46.5","39.2","59.7"
"Anastasia Pavlyuchenkova","10","0.48","0.39","58.3","30.8","44.5","36.5","40.4","81"
"Tina Nadine Smith","3","0.17","0.31","58.2","37.6","51.4","43.4","26.8","69.4"
"Daria Kasatkina","19","0.27","0.33","58.2","38.2","58.1","46.5","47.3","56.8"
"Daria Snigur","12","0.27","0.4","58.1","38.8","58.6","47.1","44.5","58.6"
"Darya Astakhova","3","0.68","0.36","57.9","27.3","44.4","34.5","20","92"
"Sara Bejlek","7","0.19","0.43","57.8","32.9","58.5","43.7","51.9","60"
"Leyre Romero Gormaz","4","0.23","0.39","57.8","34.1","50.8","41.2","32.4","72.7"
"Ons Jabeur","11","0.15","0.43","57.8","37.8","53.5","44.5","53.5","63.1"
"Emerson Jones","6","0.33","0.47","57.7","35.8","63.5","47.5","47.3","56.7"
"Ankita Raina","3","0.28","0.47","57.7","41.8","59.8","49.4","43.2","50"
"Iva Jovic","34","0.33","0.47","57.7","37.2","58.6","46.3","49.7","59.3"
