"Player","Match Stat Matches","Aces per Game","DFs per Game","Ace to DF ratio","1st Serve %","1st Serve W %","2nd Serve W %","Service Pts W %","BP save %","Service hold %"
"Shintaro Mochizuki","25","0.35","0.33","1.06","53.7","69.5","48.7","59.9","58.1","72.4"
"Alejandro Moro Canas","5","0.25","0.24","1.04","68.9","59.8","47","55.9","56.3","61.8"
"Federico Coria","15","0.31","0.3","1.03","66.4","66.1","42.2","58","51.1","69.2"
"Govind Nanda","6","0.18","0.18","1","66","67","42.2","58.6","48.5","66.7"
"Taha Baadi","3","0.21","0.21","1","61.8","60.2","53.4","57.6","47.4","65.5"
"Karue Sell","5","0.23","0.23","1","57.3","66.7","50.9","59.9","46.9","71.7"
"Kei Nishikori","11","0.2","0.2","1","63","68.1","47.1","60.3","57.3","72.9"
"Mikael Ymer","3","0.33","0.33","1","59.8","62.9","47.9","56.9","43.5","63.9"
"Roberto Carballes Baena","22","0.23","0.23","1","59.9","64.2","46.6","57.1","59.8","67.9"
"Daniel Evans","19","0.29","0.29","1","57.9","68.7","49.8","60.7","54.7","73.8"
"Francesco Maestrelli","3","0.32","0.32","1","52","63.8","48.5","56.4","55.6","61.3"
"Learner Tien","57","0.33","0.33","1","60.4","69.6","52.7","62.9","62.3","78.4"
"Alan Magadan","4","0.24","0.24","1","51.7","69.5","51.4","60.7","28.6","69.4"
"Pol Martin Tiffon","5","0.37","0.38","0.97","57.2","64.7","46.6","57","53.3","73.1"
"Vit Kopriva","33","0.3","0.31","0.97","60.9","65.7","49","59.2","61.5","71.8"
"Nishesh Basavareddy","30","0.38","0.39","0.97","56.7","69.8","50.6","61.5","56.6","76"
"Matteo Martineau","4","0.45","0.47","0.96","63.6","67.6","48.7","60.7","65.5","78.7"
"Kimmer Coppejans","5","0.38","0.4","0.95","56.7","69.1","42.6","57.6","63.6","69.2"
"Sebastian Baez","42","0.15","0.16","0.94","72.4","62.4","48.1","58.4","57.1","68.9"
"Zsombor Piros","7","0.32","0.34","0.94","61","66.5","43.8","57.7","45.8","70.1"
"Jacob Fearnley","46","0.45","0.49","0.92","61.1","70.1","47.4","61.3","57.6","75.7"
"Jack Pinnington Jones","6","0.46","0.51","0.9","61","68.5","43.8","58.9","54.7","71.1"
"Mariano Navone","44","0.19","0.21","0.9","63.5","65.5","52.5","60.8","59.5","73.8"
"Matteo Gigante","21","0.38","0.43","0.88","57.5","70.4","48.6","61.2","61.5","75.3"
"Gauthier Onclin","9","0.22","0.25","0.88","64.5","62.3","49.8","57.8","58.4","68"
"Martin Klizan","3","0.15","0.17","0.88","59.9","73.8","49.6","64.1","62.5","80.4"
"Hugo Gaston","36","0.2","0.23","0.87","56.2","67.7","47.2","58.7","60.7","69.1"
"Sascha Gueymard Wayenburg","7","0.32","0.37","0.86","62.8","66.8","49.1","60.2","66.2","73.8"
"Diego Dedura-Palomero","6","0.06","0.07","0.86","70.1","61.1","53.9","58.9","48.6","66.7"
"Patrick Zahraj","10","0.35","0.41","0.85","54.7","71.1","41.9","57.8","61","69.5"
"Yuta Shimizu","6","0.16","0.19","0.84","64.8","64.1","49.1","58.8","55.6","72.6"
"Luca Nardi","33","0.29","0.35","0.83","58.2","67.9","49.3","60.1","62.3","72.6"
"Richard Gasquet","9","0.23","0.28","0.82","56.9","69.3","49.4","60.7","55.4","72.3"
"Alexander Ritschard","5","0.27","0.33","0.82","62.5","63.9","43.5","56.3","57.1","65.4"
"Vilius Gaubas","15","0.12","0.15","0.8","73.2","63.3","51","60","60.6","74.7"
"Fajing Sun","6","0.19","0.24","0.79","56.1","60.4","48.3","55.1","52.4","66.1"
"Martin Landaluce","18","0.41","0.55","0.75","61.9","68.1","44.9","59.2","59.7","72.4"
"Marco Trungelliti","18","0.28","0.38","0.74","57.1","69","46.3","59.3","61","71.3"
"Constant Lestienne","10","0.18","0.25","0.72","59.2","67.6","45.7","58.7","57.7","69.2"
"Omar Jasika","5","0.2","0.29","0.69","68.5","53.6","43.9","50.6","47.1","50.9"
"Jozef Kovalik","8","0.2","0.29","0.69","58.6","65.8","50.4","59.4","59.7","72.4"
"Guy Den Ouden","3","0.23","0.35","0.66","56.7","64.4","52.6","59.3","59.3","72.5"
"Alvaro Guillen Meza","6","0.2","0.31","0.65","74.6","62.5","48.6","58.9","58.5","72.1"
"Carlos Taberner","14","0.21","0.34","0.62","63.4","68.8","46.3","60.5","56.7","72.7"
"Radu Albot","11","0.15","0.25","0.6","64.1","64.6","43.7","57.1","47.7","65.9"
"Clement Chidekh","5","0.22","0.38","0.58","55.2","67.5","47.9","58.7","55.8","67.2"
"Roman Andres Burruchaga","22","0.15","0.27","0.56","63.5","64.5","49.2","58.9","57.2","71.8"
"Leo Borg","4","0.17","0.33","0.52","61.9","64","46.4","57.3","64.9","71.7"
"Damir Dzumhur","53","0.11","0.21","0.52","66.8","63.8","53","60.2","62.2","74.1"
"Moerani Bouzige","3","0.37","0.74","0.5","56.1","73.4","42.9","60","58.3","73.7"
"Corentin Denolly","5","0.2","0.41","0.49","65.3","68.3","42.2","59.2","70.6","74.6"
"Elmer Moller","11","0.19","0.42","0.45","58.5","61.9","49.7","56.9","59.3","65.2"
"Daniel Merida Aguilar","5","0.11","0.27","0.41","71.4","63.5","43.6","57.8","59.1","67.9"
"Thijs Boogaard","4","0.18","0.45","0.4","56.7","71","43.4","59.1","62.9","70.5"
"Gijs Brouwer","4","0.15","0.42","0.36","69.3","56.4","43.5","52.5","54.8","57.6"
"Dalibor Svrcina","24","0.12","0.36","0.33","62.7","62.8","47.9","57.3","56.5","65.6"
"Pedro Martinez","38","0.08","0.31","0.26","67.4","61.4","45.6","56.3","57.1","64.8"
"Andrej Martin","3","0.12","0.46","0.26","58.9","64.7","49.4","58.4","65","73.1"
"Murkel Dellien","3","0.06","0.29","0.21","69.3","57","47.8","54.1","55.6","61.3"
"Fabio Fognini","11","0.08","0.48","0.17","55.3","64.9","48.4","57.5","52.1","64.6"
"Kilian Feldbausch","3","0.02","0.32","0.06","68","61.3","50.6","57.9","52.9","63.6"
"Stefan Kozlov","3","0","0.21","0","67.3","48.5","49","48.7","48","45.8"
