"Player","Match Stat Matches","Aces per Game","DFs per Game","Ace to DF ratio","1st Serve %","1st Serve W %","2nd Serve W %","Service Pts W %","BP save %","Service hold %"
"Katherine Westbury","1","0.14","0.07","2","75.5","62","43.5","57.4","37.5","64.3"
"Sunitha Rao","1","0.2","0.1","2","75","66.7","60","65","50","90"
"Karla Mraz","2","0.22","0.11","2","74","60.9","53.3","59","41.7","74.1"
"Akiko Morigami","3","0.14","0.07","2","65.3","58.6","40.7","52.4","38.1","55.2"
"Kristyna Pliskova","209","0.71","0.36","1.97","57.8","72","45","60.6","60.1","73.9"
"Madison Keys","338","0.49","0.25","1.96","62.1","68.9","47.8","60.9","58.7","74.4"
"Anca Alexia Todoni","13","0.43","0.22","1.95","61.7","62.8","50.7","58.2","57.1","69.1"
"Lola Radivojevic","4","0.66","0.34","1.94","54.2","74.9","43.3","60.4","61.3","74.5"
"Georgina Garcia Perez","19","0.62","0.32","1.94","56.5","69.4","46.2","59.3","56.1","73.5"
"Maya Gaverova","1","0.33","0.17","1.94","62.9","59.1","65.4","61.4","50","66.7"
"Erina Hayashi","1","0.25","0.13","1.92","66.7","44.4","50","46.3","54.5","37.5"
"Jessika Ponchet","58","0.46","0.24","1.92","55.6","69.9","45.8","59.2","54.6","70.2"
"Meghann Shaughnessy","8","0.46","0.24","1.92","49.9","62.3","48.2","55.2","55.6","60.9"
"Akgul Amanmuradova","127","0.42","0.22","1.91","66.9","64.7","45.1","58.2","56.1","69.3"
"Darja Vidmanova","13","0.45","0.24","1.88","62.2","67.3","50.8","61","59","74.4"
"Veronika Kudermetova","235","0.47","0.25","1.88","58.8","67.1","47.5","59","56.3","70.5"
"Rebecca Marino","177","0.64","0.34","1.88","56.3","69.9","47.8","60.2","59","72.5"
"Karolina Pliskova","444","0.63","0.35","1.8","60","71.4","44.8","60.8","61.6","75"
"Karolina Muchova","167","0.37","0.21","1.76","63.6","68.3","50.2","61.7","61.1","76.3"
"Alison Bai","13","0.51","0.29","1.76","57.7","63.9","40.1","53.8","46.3","56"
"Naomi Broady","86","0.77","0.44","1.75","54.8","72.7","42.1","58.9","54.4","70.2"
"Maria Fernanda Alves","10","0.14","0.08","1.75","66.4","56.4","52","54.9","64.2","64.2"
"Deborah Chiesa","6","0.33","0.19","1.74","64.1","64.9","43","57","45.5","65.2"
"Ashleigh Barty","187","0.52","0.3","1.73","58.4","72.1","50","62.9","58.7","77.3"
"Dalayna Hewitt","6","0.86","0.51","1.69","54.4","64.5","46.7","56.4","58.2","67.1"
"Nadia Petrova","125","0.55","0.33","1.67","56.1","68.7","46.1","58.7","56.4","69.9"
"Amy Zhu","2","0.48","0.29","1.66","62.1","57.5","56.6","57.1","41.7","66.7"
"Anna Bondar","95","0.43","0.26","1.65","58.3","66","46.1","57.7","57","68"
"Mia Pohankova","3","0.82","0.5","1.64","56","65.2","42","55","67.9","67.9"
"Lulu Sun","73","0.53","0.33","1.61","57.9","71.2","48.7","61.7","61.1","76"
"Cornelia Lister","5","0.37","0.23","1.61","61.6","59.3","42.2","52.7","48","56.7"
"Lauren Albanese","11","0.32","0.2","1.6","55.4","61.6","51.2","57","53.7","66.7"
"Lilli Tagger","9","0.35","0.22","1.59","66.7","61.5","42.8","55.3","57.8","61.5"
"Luiza Fullana","2","0.65","0.41","1.59","49.6","57.4","35.5","46.3","43.8","47.1"
"Qinwen Zheng","126","0.65","0.41","1.59","53","74.1","45.9","60.8","59.5","75"
"Dalma Galfi","95","0.43","0.27","1.59","63.3","66.7","45.8","59","58.6","71.7"
"Katrina Scott","35","0.33","0.21","1.57","62.7","63.6","46.9","57.4","49.6","65.1"
"Sanaz Marand","9","0.22","0.14","1.57","66","58.1","46.2","54","47.4","60"
"Johanna Konta","199","0.42","0.27","1.56","61.6","68.8","50.2","61.6","59.7","76.1"
"Alexandra Panova","131","0.28","0.18","1.56","64.1","64.5","46.6","58","59.6","69.7"
"Hina Inoue","16","0.48","0.32","1.5","51.2","70.4","43.6","57.3","56.5","69.7"
"Charlotte Kempenaers-Pocz","6","0.48","0.32","1.5","53.8","62.9","41.1","52.8","48.2","55.4"
"Bibiane Weijers","1","0.43","0.29","1.48","65.2","50","37.5","45.7","42.9","42.9"
"Lea Ma","5","0.44","0.3","1.47","59.8","68.1","46.2","59.3","63.3","78"
"Jacqueline Cako","44","0.28","0.19","1.47","60.8","61.6","45.4","55.3","53.1","62"
"Julia Goerges","285","0.48","0.33","1.45","56.9","69.6","47.8","60.2","57.3","72.7"
"Astrid Lew Yan Foon","3","0.52","0.36","1.44","48.7","64.9","53.1","58.9","50","72"
"Diane Parry","90","0.36","0.25","1.44","57","65.8","48.3","58.3","54.2","68.3"
"Francisca Jorge","3","0.26","0.18","1.44","63.7","61.5","32.6","51","48.6","47.1"
"Taylor Townsend","190","0.36","0.25","1.44","65","64.8","49.8","59.6","59.2","71.6"
"Dea Herdzelas","2","0.43","0.3","1.43","55.4","67.6","40.2","55.4","42.9","60"
"Fangzhou Liu","97","0.37","0.26","1.42","58.6","63.8","44.9","56","52.2","63.7"
"Nikola Frankova","2","0.47","0.33","1.42","50.5","59.3","32.1","45.8","50","40"
"Alexandra Mueller","13","0.38","0.27","1.41","56.2","69.4","45.2","58.8","45.5","67.9"
"Clara Tauson","119","0.48","0.35","1.37","58.4","68.2","47.2","59.5","57.1","71.7"
"Natsumi Kawaguchi","3","0.27","0.2","1.35","69","62.5","45.9","57.4","52.2","63.3"
"Stefanie Voegele","261","0.31","0.23","1.35","56.2","64.8","44.8","56.1","51.2","63.8"
"Selima Sfar","5","0.27","0.2","1.35","57","56.9","43.7","51.2","51.3","57.8"
"Caroline Garcia","385","0.43","0.32","1.34","61.1","67","48","59.6","58.5","72.3"
"Yue Yuan","134","0.25","0.19","1.32","59.7","63.6","46.4","56.7","55","64.6"
"Jennifer Brady","172","0.38","0.29","1.31","54.5","68.4","52.5","61.2","59.2","72.5"
"Jana Juricova","3","0.55","0.42","1.31","56.5","73.8","39.4","58.8","64.3","69.7"
"Claire Feuerstein","35","0.34","0.26","1.31","58.4","65.6","46.2","57.6","60.5","67.3"
"Agnieszka Radwanska","413","0.21","0.16","1.31","64.6","64.2","47.8","58.4","56.6","69.1"
"Polina Iatcenko","12","0.37","0.29","1.28","58.9","66.7","41.5","56.3","59.1","66.4"
"Robin Anderson","26","0.32","0.25","1.28","58.1","63.8","45.8","56.3","51.1","63.5"
"Alison Van Uytvanck","157","0.34","0.27","1.26","59.1","65.8","46.8","58","57.9","68.4"
"Priscilla Hon","139","0.4","0.32","1.25","57.7","65.2","45.7","56.9","53.8","66.5"
"Peangtarn Plipuech","77","0.2","0.16","1.25","64.9","58.7","44","53.5","53.2","58"
"Tatjana Maria","299","0.36","0.29","1.24","55.2","65","44.2","55.7","52","62.8"
"Lois Boisson","7","0.37","0.3","1.23","65.5","68.6","48.1","61.5","53.7","76.5"
"Eva Guerrero Alvarez","3","0.16","0.13","1.23","71.4","53.1","45.8","51","35","58.1"
"Aliona Bolsova","49","0.27","0.22","1.23","67.4","61.6","43.2","55.6","54.6","62.5"
"Janice Tjen","27","0.33","0.27","1.22","62.6","70.2","50.6","62.9","63.5","78"
"Mayar Sherif","65","0.22","0.18","1.22","70.1","60.6","46.6","56.4","54.8","63.3"
"Shelby Rogers","195","0.33","0.27","1.22","59.9","65.6","47.5","58.3","56.4","68.5"
"Margaux Rouvroy","2","0.52","0.43","1.21","66.3","66","48.1","60","53.8","73.9"
"Veronica Miroshnichenko","2","0.42","0.35","1.2","51.1","68.1","33.3","51.1","53.8","53.8"
"Raveena Kingsley","4","0.18","0.15","1.2","58","53.5","46.6","50.6","46.2","47.5"
"Rebeka Masarova","92","0.49","0.41","1.2","61.6","67","44.3","58.3","57","70.3"
"Magdalena Frech","202","0.25","0.21","1.19","61.5","63.8","46.2","57","54","66.4"
"Lina Gjorcheska","14","0.44","0.37","1.19","62.1","63.9","46.7","57.4","57.9","66.1"
"Galina Voskoboeva","129","0.32","0.27","1.19","54.8","65.2","46.9","56.9","51.8","65.2"
"Shenay Perry","28","0.46","0.39","1.18","51.1","70.3","47.2","59","43.3","67.8"
"Pemra Ozgen","18","0.2","0.17","1.18","65.3","58.9","41.4","52.8","45.3","56.4"
"Martina Di Giuseppe","6","0.45","0.38","1.18","51.8","62.8","43.8","53.6","55.7","60.9"
"Ekaterina Bychkova","69","0.45","0.38","1.18","53","68.3","45.6","57.6","58.2","68.4"
"Liudmila Samsonova","189","0.49","0.42","1.17","54","70.5","48.2","60.2","58.8","73.1"
"Nadiya Kolb","3","0.27","0.23","1.17","59.8","64.5","41.9","55.4","38.1","56.7"
"Nadia Abdala","2","0.35","0.3","1.17","61.5","64.8","49.1","58.8","61.5","75"
"Timea Babos","250","0.43","0.37","1.16","61.1","67","44.4","58.2","56.2","68.6"
"Alexa Glatch","84","0.37","0.32","1.16","57.9","64.3","43.9","55.7","54.6","63"
"Darja Semenistaja","34","0.15","0.13","1.15","63.9","59.1","48.2","55.2","46.1","61"
"Tereza Smitkova","45","0.46","0.4","1.15","58.2","64","44.8","56","55.3","63.8"
"Abigail Spears","44","0.38","0.33","1.15","58.3","64.8","44.5","56.4","53.6","65.6"
"Sonay Kartal","37","0.16","0.14","1.14","68.1","64","51.4","59.9","54.9","73"
"Joanna Garland","20","0.33","0.29","1.14","62.2","66","51.4","60.5","51.2","71.4"
"Ekaterina Ovcharenko","1","0.8","0.7","1.14","34.7","61.5","46.9","52","50","60"
"Roberta Vinci","277","0.24","0.21","1.14","58.4","63.9","46.8","56.8","55.9","66"
"Khrystyna Antoniychuk","5","0.33","0.29","1.14","61.4","64.1","47.2","57.6","52.4","68.3"
"Anna Zaja","13","0.42","0.37","1.14","66.6","64.4","42.5","57.1","61.2","67.7"
"Rebecca Sramkova","108","0.34","0.3","1.13","58.7","64.2","46","56.7","54.3","65.6"
"Ons Jabeur","269","0.34","0.3","1.13","53.9","66.8","46","57.2","55.1","66.7"
"Magdalena Rybarikova","242","0.35","0.31","1.13","56","65.4","44.7","56.2","53.6","64.2"
"Fernanda Contreras Gomez","30","0.29","0.26","1.12","59.2","63.6","45.7","56.3","57.7","65.1"
"Gabriella Da Silva Fick","10","0.38","0.34","1.12","56.3","57.2","36.7","48.2","34.1","45.6"
"Samantha Stosur","363","0.38","0.34","1.12","61","67.5","47.8","59.8","58.7","72.8"
"Viktoria Hruncakova","127","0.49","0.44","1.11","56.5","69","44.5","58.4","57.7","69.6"
"Yevgeniya Kryvoruchko","3","0.42","0.38","1.11","60.3","66.7","37","54.9","52.6","65.4"
"Elitsa Kostova","51","0.2","0.18","1.11","65.4","58","47.3","54.3","50.8","59.7"
"Linda Noskova","116","0.45","0.41","1.1","59.5","69.9","48.5","61.2","58.5","75.4"
"Sarah Gronert","4","0.33","0.3","1.1","49.6","68.4","47.9","58.1","33.3","65"
"Tsvetana Pironkova","190","0.23","0.21","1.1","57","63","45.7","55.5","52.4","62"
"Tathiana Garbin","34","0.22","0.2","1.1","59.1","58.6","45.8","53.4","49.1","57.5"
"Coco Vandeweghe","270","0.56","0.51","1.1","52.5","70.6","46.6","59.2","57.3","70.7"
"Lanlana Tararudee","28","0.38","0.35","1.09","56","68.9","44.8","58.3","50","67.9"
"Yuki Naito","20","0.35","0.32","1.09","57","61.5","42.7","53.4","47.8","60"
"Fanny Stollar","40","0.51","0.47","1.09","53.4","66.8","42.2","55.4","56.1","63.2"
"Yuka Higuchi","4","0.24","0.22","1.09","60.9","46.9","46.2","46.6","50","43.2"
"Katarina Kozarov","3","0.42","0.39","1.08","59.1","67.5","28.4","51.5","36.4","54.8"
"Iga Swiatek","232","0.27","0.25","1.08","62.4","68","51.1","61.6","56.2","75.6"
"Ann Li","148","0.26","0.24","1.08","60.2","64.9","47.1","57.8","54.1","68.2"
"Dinah Pfizenmaier","15","0.39","0.36","1.08","66","62.5","43.9","56.1","54.7","64.2"
"Ana Bogdan","175","0.26","0.24","1.08","62.1","63.2","48","57.4","56.9","67.6"
"Jana Kolodynska","9","0.3","0.28","1.07","60.9","64.5","43.4","56.3","53.1","65.9"
"Alana Smith","13","0.31","0.29","1.07","56.8","65.8","42.4","55.7","52.5","63.7"
"Kaylah Mcphee","25","0.32","0.3","1.07","64","62.7","46.1","56.7","58.6","65.9"
"Sara Tomic","14","0.31","0.29","1.07","56.8","62","37.8","51.5","54.8","54.2"
"Elina Svitolina","403","0.29","0.27","1.07","60.2","66.3","46.3","58.4","56.4","69.7"
"Svetlana Kuznetsova","297","0.3","0.28","1.07","62.9","64.5","46.6","57.8","55","68.7"
"Irena Pavlovic","26","0.48","0.45","1.07","60.7","66.4","40.3","56.1","52.6","65.3"
"Victoria Hu","11","0.33","0.31","1.06","53","62.6","42.3","53","54.3","59.4"
"Asia Muhammad","97","0.34","0.32","1.06","60.1","63.9","44.9","56.3","58.4","65.3"
"Veronika Erjavec","19","0.2","0.19","1.05","61.5","61.2","44.5","54.8","56.3","63.9"
"Jodie Anna Burrage","62","0.4","0.38","1.05","57.6","66.8","44.3","57.3","51.4","66.4"
"Aryna Sabalenka","337","0.46","0.44","1.05","59.9","70","48.1","61.2","60.1","75.8"
"Magda Linette","375","0.28","0.27","1.04","62.8","64.2","46.4","57.5","54.7","67.2"
"Kirsten Flipkens","273","0.24","0.23","1.04","59.1","63.7","46.3","56.6","55.5","65.6"
"Talia Gibson","33","0.35","0.34","1.03","62","64.5","45.6","57.3","51.8","65.1"
"Antonia Lottner","33","0.3","0.29","1.03","67.4","62.4","45.2","56.8","46.4","65.9"
"Conny Perrin","40","0.31","0.3","1.03","61.3","64.4","47.1","57.7","53.7","67"
"Garbine Muguruza","316","0.32","0.31","1.03","62.7","65.9","46.7","58.8","57.5","70.4"
"Alisa Kleybanova","105","0.34","0.33","1.03","56","65.2","46.1","56.8","56.7","66.8"
"Alicia Molik","23","0.3","0.29","1.03","61.6","62.7","45.2","56","54.7","63.9"
"Kanon Yamaguchi","1","0.08","0.08","1","48.8","42.5","47.6","45.1","53.3","41.7"
"Ruien Zhang","2","0.13","0.13","1","66.7","44.3","54.3","47.6","47.1","40"
"Hayu Kinoshita","1","0.1","0.1","1","66.7","57.1","47.6","54","50","50"
"Rinko Matsuda","2","0.25","0.25","1","65.6","54.1","43.8","50.5","50","37.5"
"Salakthip Ounmuang","1","0.17","0.17","1","38.2","53.8","28.6","38.2","37.5","16.7"
"Celine Naef","12","0.24","0.24","1","56.4","59.7","46.2","53.8","49.5","60.9"
"Julia Riera","29","0.26","0.26","1","59","64.7","47.3","57.6","56","67.3"
"Ikumi Yamazaki","1","0.11","0.11","1","73.8","43.8","29.4","40","41.7","22.2"
"Raphaelle Lacasse","1","0.57","0.57","1","47.6","35","40.9","38.1","33.3","14.3"
"Annerly Poulos","1","0.22","0.22","1","58","51.1","47.1","49.4","66.7","44.4"
"Anastasia Kulikova","13","0.36","0.36","1","62.5","66.4","48.5","59.7","45.7","70.8"
"Punnin Kovapitukted","1","0.1","0.1","1","53.7","48.3","36","42.6","25","40"
"Malene Helgo","2","0.18","0.18","1","53.1","56.7","37.7","47.8","44.4","41.2"
"Kaja Juvan","97","0.23","0.23","1","60.2","63.8","48.1","57.5","54.6","67.2"
"Ran Meng","1","0.29","0.29","1","62.1","55.6","22.7","43.1","64.3","28.6"
"Malkia Menguene","1","0.14","0.14","1","63.4","34.6","40","36.6","25","14.3"
"Kelly Chen","1","0.43","0.43","1","45.4","65.9","41.5","52.6","53.8","57.1"
"Pranjala Yadlapalli","4","0.19","0.19","1","58.9","62.1","40.6","53.3","58.3","59.5"
"Alicia Smith","2","0.19","0.19","1","58.7","57.4","42.1","51.1","33.3","50"
"Daria Lodikova","2","0.06","0.06","1","51.5","70.6","50","60.6","58.3","70.6"
"Abigail Tere-Apisah","1","0.33","0.33","1","54.1","52.5","41.2","47.3","57.1","33.3"
"So Hee Jung","1","0.25","0.25","1","55.3","34.6","38.1","36.2","33.3","25"
"Caroline Doyle","2","0.13","0.13","1","67.3","48.6","28.6","42.1","45","31.3"
"Nicole Melichar-Martinez","24","0.44","0.44","1","59","65.5","41.3","55.6","58.4","63.7"
"Jessica Pegula","312","0.25","0.25","1","59.8","65.6","49.9","59.3","57.4","71.1"
"Kiki Bertens","197","0.42","0.42","1","57.4","67.6","44.5","57.8","53.6","66.8"
"Alyona Sotnikova","1","0.18","0.18","1","66.2","67.4","22.7","52.3","44.4","54.5"
"Petra Januskova","2","0.41","0.41","1","59.5","47.8","25.5","38.8","48.1","17.6"
"Sofia Arvidsson","79","0.18","0.18","1","67","57.3","47.7","54.2","52.7","59"
"Qiang Wang","292","0.24","0.24","1","61.8","63","47.3","57","52.7","65.6"
"Petra Martic","295","0.36","0.36","1","60","66.5","47.2","58.8","56.3","70.2"
"Nicole Vaidisova","24","0.37","0.37","1","57.8","63.9","43.1","55.1","53.7","60.8"
"Laura Granville","5","0.24","0.24","1","64.4","60.6","55.8","58.9","57.1","67.4"
"Kanyapat Narattana","1","0.14","0.14","1","54.5","58.3","30","45.5","28.6","28.6"
"Jarmila Wolfe","166","0.47","0.47","1","55.4","68.7","45.8","58.5","55.2","69.4"
"Irina Buryachok","9","0.24","0.24","1","59.3","61","45.4","54.6","50.7","60.7"
"Flavia Pennetta","208","0.33","0.33","1","53.5","66.1","47.9","57.6","57.5","67.7"
"Caroline Wozniacki","487","0.21","0.21","1","66.5","64.7","48.1","59.1","58.5","71.6"
"Amra Sadikovic","14","0.36","0.36","1","58.7","60.5","47.3","55","50.9","60.6"
"Astra Sharma","107","0.31","0.32","0.97","61.5","64.3","46.8","57.5","53.9","66.8"
"Polona Hercog","223","0.3","0.31","0.97","59.3","64.8","46.9","57.5","55.1","67.4"
"Lucie Safarova","235","0.37","0.38","0.97","61.6","68.9","47","60.5","60.5","73.9"
"Arantxa Parra Santonja","54","0.33","0.34","0.97","50.8","65.3","43.7","54.6","55.8","59.9"
"Eva Vedder","11","0.24","0.25","0.96","59.3","59.6","47.9","54.8","57.7","61.2"
"Claire Liu","151","0.27","0.28","0.96","64.3","61","44.3","55","55.2","61.8"
"Severine Beltrame","22","0.26","0.27","0.96","59.3","61.4","47.3","55.6","48.2","63"
"Betina Jozami","10","0.23","0.24","0.96","65.3","63.5","39.9","55.3","51.3","63"
"Reese Brantmeier","7","0.37","0.39","0.95","56.5","64.9","49.2","58.1","51.2","70.4"
"Fang Ying Xun","56","0.42","0.44","0.95","61.9","62.7","43.5","55.4","54","61.6"
"Shuai Peng","303","0.2","0.21","0.95","65.3","63.4","46.5","57.5","54.4","67.2"
"Petra Rampre","17","0.37","0.39","0.95","54.2","63.5","45.8","55.4","46.7","60.2"
"Emma Raducanu","97","0.31","0.33","0.94","65.8","64.1","46.5","58.1","58.6","68.8"
"Destanee Aiava","70","0.3","0.32","0.94","61.9","64.3","47.1","57.7","59.4","67.7"
"Julie Coin","44","0.33","0.35","0.94","52","66.1","46.4","56.6","56.6","66.3"
"Erika Andreeva","67","0.25","0.27","0.93","60.2","64.1","47.2","57.4","55.2","66.4"
"Anna Sinclair Rogers","5","0.28","0.3","0.93","63.1","58.6","42.9","52.8","56.4","55.6"
"Mirjam Bjorklund","44","0.14","0.15","0.93","68.7","59.9","49.3","56.6","55.5","65.4"
"Meiqi Guo","4","0.26","0.28","0.93","61.9","53.6","40.9","48.8","41.7","46.2"
"Maegan Manasse","7","0.26","0.28","0.93","55.7","59.8","44.2","52.9","48.7","55.1"
"Samantha Crawford","55","0.42","0.45","0.93","52.9","67.5","43","55.9","54.7","62.7"
"Ekaterina Makarova","292","0.25","0.27","0.93","62.5","64.1","46.9","57.7","57.3","67.8"
"Mirra Andreeva","77","0.3","0.33","0.91","61.6","67.1","48.7","60","55.1","72.2"
"Viktoria Morvayova","4","0.2","0.22","0.91","63.9","67.5","47.2","60.2","64.7","73.9"
"Jamie Loeb","79","0.31","0.34","0.91","53.4","63.7","45.8","55.4","51.2","63.2"
"Maria Sakkari","289","0.31","0.34","0.91","61.1","64.4","46.8","57.6","57.2","68"
"Heather Watson","338","0.32","0.35","0.91","58.1","64.8","44.1","56.1","53.9","64.4"
"Sabine Lisicki","190","0.49","0.54","0.91","54.7","67.5","44.3","57","54.8","67.1"
"Mayya Katsitadze","3","0.35","0.39","0.9","54.9","68","43.9","57.1","35.3","64.5"
"Sorana Cirstea","396","0.26","0.29","0.9","57.6","64","45.7","56.2","53.4","64.3"
"Karman Kaur Thandi","22","0.39","0.44","0.89","55.3","67","42.5","56","60.1","67.8"
"Stephanie Bengson","4","0.25","0.28","0.89","61.5","61.2","42.1","53.8","58.3","58.3"
"Gloria Liang","2","0.47","0.53","0.89","52.2","61","38.9","50.4","40","47.1"
"Hailey Baptiste","126","0.38","0.43","0.88","55.2","67.9","47.5","58.8","57.7","70.3"
"Lucia Bronzetti","129","0.22","0.25","0.88","60","62.1","46.4","55.8","56.9","63.8"
"Paula Badosa","159","0.42","0.48","0.88","59.7","68.7","45.8","59.5","58.4","71.5"
"Patty Schnyder","46","0.22","0.25","0.88","63.3","62.5","49.3","57.7","54.4","67.7"
"Mandy Minella","143","0.22","0.25","0.88","61.3","60.5","45.3","54.6","52.2","60.4"
"Kristina Barrois","59","0.29","0.33","0.88","60.6","64.1","47.5","57.5","56.5","67.1"
"Elena Bogdan","16","0.22","0.25","0.88","63.2","62.8","46","56.6","50","64.3"
"Victoria Mboko","29","0.47","0.54","0.87","65.6","66.7","43.9","58.9","57.3","72.3"
"Shuyue Ma","15","0.26","0.3","0.87","55.2","59.9","46.6","53.9","39.2","61.2"
"Petra Kvitova","427","0.39","0.45","0.87","61","68.1","47.4","60.1","58.3","72.9"
"Nicole Clerico","3","0.27","0.31","0.87","58.7","55.6","43.4","50.5","47.8","53.8"
"Lina Glushko","23","0.36","0.42","0.86","53.9","64.7","45.3","55.8","55","62.9"
"Ena Shibahara","64","0.3","0.35","0.86","59.5","64.1","47","57.2","54.7","65.7"
"Anna-Lena Friedsam","125","0.31","0.36","0.86","64.3","63.8","45.4","57.2","54.9","65.7"
"Greta Arn","80","0.36","0.42","0.86","57.3","64.1","44.8","55.8","54.1","64.1"
"Anastasija Sevastova","236","0.24","0.28","0.86","59.8","61.5","45.5","55.1","55","65.2"
"Ekaterina Alexandrova","218","0.46","0.54","0.85","58","68.6","43.4","58","56.3","69.5"
"Anett Kontaveit","208","0.29","0.34","0.85","61.1","65.9","46.1","58.2","56.1","68.9"
"Kimberley Zimmermann","3","0.46","0.54","0.85","45.7","63.5","48.9","55.6","67.9","62.5"
"Monica Puig","239","0.29","0.34","0.85","60.4","64.5","48","58","56.1","68.1"
"Danielle Collins","223","0.33","0.39","0.85","57.3","66.8","47.5","58.6","56.7","69.3"
"Julia Avdeeva","1","0.73","0.87","0.84","56.5","83.1","34","61.7","70","80"
"Kaia Kanepi","234","0.36","0.43","0.84","56.1","66.4","46","57.4","55.4","67"
"Celine Simunyu","3","0.4","0.48","0.83","54.3","70.7","34.8","54.3","54.5","60"
"Tereza Valentova","29","0.3","0.36","0.83","60.3","67.5","47.1","59.4","59.6","71"
"Malaika Rapolu","4","0.24","0.29","0.83","61.9","60.7","46.5","55.3","51.7","63.2"
"Mariana Ramirez Nieto","1","0.71","0.86","0.83","50.9","63","26.9","45.3","44.4","28.6"
"Shrivalli Rashmikaa Bhamidipaty","7","0.44","0.53","0.83","50.7","67.9","40.3","54.3","62.2","61.6"
"Susanne Celik","6","0.24","0.29","0.83","58.5","65.2","39.7","54.6","55.8","65.2"
"Barbora Krejcikova","184","0.33","0.4","0.83","61.1","66.7","46.6","58.9","57.5","71"
"Aleksandra Krunic","186","0.25","0.3","0.83","57.6","62","45.9","55.2","52.3","62"
"Venus Williams","296","0.35","0.42","0.83","57.8","67.8","45","58.2","57.8","69.2"
"Valerie Tetreault","22","0.15","0.18","0.83","65.1","59.9","47.4","55.5","62.3","63.2"
"Nina Bratchikova","62","0.24","0.29","0.83","61.8","63","44.3","55.9","53","62.7"
"Maria Jose Martinez Sanchez","91","0.25","0.3","0.83","56.7","64","45.3","55.9","53.6","64.3"
"Lucie Hradecka","164","0.44","0.53","0.83","51.1","70.8","43.5","57.4","56.9","67.9"
"Liana Ungur","5","0.3","0.36","0.83","58.9","57.1","49.2","53.8","58.3","60.9"
"Ekaterina Dzehalevich","22","0.24","0.29","0.83","54.6","60.5","46.2","54","52.4","60.9"
"Ru Xi Wu","2","0.36","0.44","0.82","62","58.5","40","51.5","50","48"
"Zoe Hives","20","0.28","0.34","0.82","59.1","61.7","46.1","55.3","59.4","64"
"Ying-Ying Duan","180","0.28","0.34","0.82","65.9","64","43.3","56.9","57","65.7"
"Bethanie Mattek-Sands","203","0.21","0.26","0.81","58.3","63.3","47","56.5","55.3","65.4"
"Alina Korneeva","36","0.35","0.44","0.8","57.3","65.1","45.6","56.8","53.7","66.5"
"Zongyu Li","4","0.28","0.35","0.8","65.8","57.6","42.2","52.4","53.5","56.5"
"Robin Montgomery","51","0.47","0.59","0.8","59.8","67.5","43","57.6","56.2","67.5"
"Olga Danilovic","73","0.32","0.4","0.8","59.4","65.2","47.1","57.9","57.9","69.1"
"Olivia Gadecki","58","0.36","0.45","0.8","61.2","65.9","43.6","57.2","50.9","65.5"
"Angelique Van Der Meet","2","0.57","0.71","0.8","50.6","72.4","41.2","57","43.8","67.9"
"Anna Yang","2","0.22","0.28","0.79","66.4","51.9","41.5","48.4","47.1","50"
"Olivia Lincer","2","0.22","0.28","0.79","60.1","48.9","41","45.8","52","33.3"
